@RELATION /share/usr/briese/Pythonscrips/models/bacello_plants_model_features.arff
@ATTRIBUTE size numeric 
@ATTRIBUTE Mono_NLS_signal26 numeric 
@ATTRIBUTE Vacuole_signal37 numeric 
@ATTRIBUTE Mip_signal2 numeric 
@ATTRIBUTE Mip_signal13 numeric 
@ATTRIBUTE aliphatic_helix_normed numeric 
@ATTRIBUTE AutoCorrelatuion|d=4|1-60|charge numeric 
@ATTRIBUTE letterCountNormed|1-10|0|hydrophob numeric 
@ATTRIBUTE letterCount|1-50|1|charged numeric 
@ATTRIBUTE letterCount|1-170|1|charged numeric 
@ATTRIBUTE maxPaacountNormed|-100--1|charge_none|0 numeric 
@ATTRIBUTE Paacount|d=4|1--1|charge_positive|2 numeric 
@ATTRIBUTE maxPaacount|1-160|structure_sheet|2 numeric 
@ATTRIBUTE Paacount|d=4|1-140|hydroxylated_none|0 numeric 
@ATTRIBUTE Paacount|d=4|1--1|aliphatic_helix_other|2 numeric 
@ATTRIBUTE prosite_clust_nuc numeric 
@ATTRIBUTE 0005739 numeric 
@ATTRIBUTE 0005576 numeric 
@ATTRIBUTE 0009507 numeric 
@ATTRIBUTE go_one numeric 
@ATTRIBUTE response {cyt,mTP,nuc,SR,cTP} 
 
@DATA 
342,33.904,9.279,5,-1.926,0.342665648816,33.3784831636,0.025,10,25,0.438775510204,0.0238095238095,0.0684931506849,0.474074074074,0.104166666667,0,1.0,0,0,2,cyt 
569,33.84,9.838,20,-1.622,0.358219097745,33.6260565091,0.00602409638554,9,22,0.622448979592,0.0106571936057,0.0684931506849,0.511111111111,0.13676731794,0,1.0,0,0,2,cyt 
258,30.796,11.084,20,-2.412,0.307643216033,34.1324865455,0.0222222222222,8,21,0.469387755102,0.0277777777778,0.107382550336,0.62962962963,0.123015873016,0,1.0,0,0,2,cyt 
498,45.448,6.975,20,-3.085,0.414454827558,34.9119222545,0.0316455696203,7,21,0.581632653061,0.00609756097561,0.0723684210526,0.57037037037,0.0670731707317,0,1.0,0,1.0,7,cyt 
445,36.552,6.648,5,-3.389,0.300455605389,39.7593441091,0.0223880597015,4,14,0.469387755102,0.0205011389522,0.048951048951,0.42962962963,0.0911161731207,0,0,0,0,2,cyt 
164,33.424,12.013,20,-1.763,0.384235045444,35.8323502909,0.0344827586207,7,28,0.387755102041,0.0316455696203,0.0657894736842,0.548148148148,0.0822784810127,0,0,0,1.0,0,cyt 
146,18.556,15.703,20,-0.084,0.361564884219,36.5783207273,0.0294117647059,5,13,0.663265306122,0.00714285714286,0.104166666667,0.392592592593,0.2,0,0,0,0,0,cyt 
413,28.268,9.529,20,-2.355,0.367419059584,33.6185652727,0.0229007633588,8,24,0.438775510204,0.019656019656,0.138888888889,0.548148148148,0.0761670761671,0,1.0,0,0,0,cyt 
309,28.384,9.921,15,-1.939,0.271090008196,39.1478466182,0.0344827586207,3,15,0.489795918367,0.013201320132,0.0718954248366,0.474074074074,0.0759075907591,0,0,0,0,2,cyt 
511,26.58,9.505,20,-2.036,0.39170307814,35.358996,0.0186335403727,8,21,0.612244897959,0.0118811881188,0.132867132867,0.585185185185,0.120792079208,0,0,0,0,2,cyt 
215,48.676,7.662,0,-2.911,0.334430352421,38.1996437818,0.0416666666667,5,22,0.520408163265,0.0143540669856,0.0872483221477,0.459259259259,0.124401913876,0,0,0,0,0,cyt 
555,58.756,5.688,30,-1.698,0.384535569705,37.5630887818,0.019305019305,12,35,0.428571428571,0.0127504553734,0.063829787234,0.703703703704,0.131147540984,0,0,0,0,0,cyt 
1088,37.236,10.339,5,-2.251,0.401563864049,36.5555386545,0.0,7,21,0.540816326531,0.0138632162662,0.0780141843972,0.496296296296,0.121072088725,0,0,0,0,0,cyt 
365,36.912,8.885,5,-1.756,0.310203212757,39.4638268909,0.0294117647059,5,20,0.5,0.0222841225627,0.141891891892,0.6,0.0947075208914,0,0,0,0,2,cyt 
313,33.16,8.699,5,-2.884,0.449779917612,32.0279712727,0.0194174757282,9,23,0.520408163265,0.0130293159609,0.107382550336,0.481481481481,0.123778501629,0,0,0,0,2,cyt 
278,19.384,12.633,5,-1.514,0.253948100359,40.5133535818,0.0,2,19,0.683673469388,0.0220588235294,0.0728476821192,0.481481481481,0.0698529411765,0,1.0,0,0,2,cyt 
494,38.14,10.643,5,-1.633,0.381569342868,32.7423513091,0.00568181818182,10,26,0.367346938776,0.0225409836066,0.0805369127517,0.474074074074,0.137295081967,0,0,0,1.0,0,cyt 
626,34.404,8.608,5,-2.454,0.346870701821,34.1723099455,0.00552486187845,6,16,0.602040816327,0.00645161290323,0.0632911392405,0.437037037037,0.111290322581,0,0,0,0,2,cyt 
842,35.64,9.79,5,-2.284,0.402494707499,35.0902858364,0.0103806228374,5,19,0.489795918367,0.0155502392344,0.0567375886525,0.503703703704,0.129186602871,0,0,0,1.0,0,cyt 
230,29.428,9.582,5,-2.077,0.288561271497,33.5500845091,0.0307692307692,6,18,0.540816326531,0.00892857142857,0.0986842105263,0.518518518519,0.116071428571,0,0,0,0,2,cyt 
439,45.712,10.374,0,-1.37,0.430536833912,35.3010264364,0.0,3,20,0.561224489796,0.00923787528868,0.0540540540541,0.481481481481,0.224018475751,0,0,0,0,0,cyt 
559,27.6,9.969,15,-2.625,0.399961728651,35.5229442182,0.0,5,19,0.581632653061,0.0108499095841,0.0662251655629,0.548148148148,0.110307414105,0,0,0,1.0,2,cyt 
304,55.734,8.997,20,-2.101,0.364502909844,36.0604580727,0.0388349514563,7,23,0.540816326531,0.0167785234899,0.101351351351,0.474074074074,0.0939597315436,0,0,0,0,2,cyt 
228,22.848,10.887,20,-1.038,0.337785345077,34.6649678,0.016393442623,6,20,0.591836734694,0.00900900900901,0.0714285714286,0.488888888889,0.117117117117,0,0,0,1.0,1,cyt 
499,46.754,10.043,20,-2.151,0.353038096353,34.5701270727,0.00602409638554,6,15,0.540816326531,0.0162271805274,0.0822784810127,0.555555555556,0.0933062880325,0,0,0,0,2,cyt 
132,45.502,10.411,5,-2.101,0.318741520828,40.9840662364,0.0384615384615,5,13,0.357142857143,0.119047619048,0.0542635658915,0.503937007874,0.0793650793651,0,0,0,0,2,cyt 
145,61.346,11.972,5,-1.649,0.298257790109,38.0717368727,0.0689655172414,5,14,0.418367346939,0.0359712230216,0.115942028986,0.474074074074,0.115107913669,0,0,0,0,2,cyt 
204,39.604,8.291,20,-1.691,0.270346234385,34.0304869273,0.103448275862,10,20,0.632653061224,0.010101010101,0.156028368794,0.503703703704,0.10101010101,0,0,0,0,0,cyt 
588,52.692,7.406,15,-1.827,0.410658565134,36.1197840909,0.00966183574879,10,24,0.520408163265,0.0223367697595,0.0405405405405,0.42962962963,0.139175257732,0,1.0,0,0,0,cyt 
200,54.436,7.3,20,-3.466,0.445682691277,33.0373550545,0.0283018867925,13,51,0.285714285714,0.0360824742268,0.11038961039,0.718518518519,0.211340206186,0,0,0,0,0,cyt 
447,30.84,9.552,20,-3.253,0.347875572583,32.4486812727,0.0208333333333,7,22,0.479591836735,0.00680272108844,0.08,0.6,0.126984126984,0,0,0,0,2,cyt 
545,35.216,7.549,5,-3.535,0.336148131512,32.8016516727,0.0164835164835,5,23,0.510204081633,0.025974025974,0.115384615385,0.511111111111,0.0946196660482,0,0,0,0,2,cyt 
112,22.736,10.414,20,-1.952,0.254844844549,34.5211259455,0.0666666666667,6,14,0.530612244898,0.0188679245283,0.108695652174,0.719626168224,0.0377358490566,0,1.0,0,1.0,0,cyt 
341,35.444,7.649,0,-1.875,0.368184549115,33.8417134909,0.0309278350515,6,24,0.69387755102,0.00597014925373,0.0764331210191,0.237037037037,0.155223880597,0,0,0,0,0,cyt 
476,37.508,9.181,5,-1.418,0.355877625975,34.4286921818,0.00649350649351,5,20,0.551020408163,0.0148936170213,0.0689655172414,0.474074074074,0.114893617021,0,0,0,0,2,cyt 
742,39.256,9.886,5,-1.802,0.530602803508,37.1062928364,0.0120481927711,8,33,0.459183673469,0.0163043478261,0.0921052631579,0.392592592593,0.130434782609,0,0,0,0,0,cyt 
122,30.152,10.854,45,-1.078,0.364944920241,40.2142817091,0.0731707317073,4,20,0.408163265306,0.0172413793103,0.078431372549,0.444444444444,0.172413793103,0,1.0,1.0,1.0,7,mTP 
476,61.98,8.287,45,-1.483,0.339776480173,40.3649169091,0.0384615384615,3,15,0.428571428571,0.0212765957447,0.0763888888889,0.348148148148,0.108510638298,0,1.0,0,0,9,mTP 
451,31.316,11.007,15,-1.909,0.268546388939,39.5364542182,0.0168067226891,1,14,0.612244897959,0.0112359550562,0.0986842105263,0.437037037037,0.0943820224719,0,1.0,0,0,0,mTP 
203,28.984,9.146,40,-1.144,0.350424315304,38.3426577091,0.0612244897959,4,15,0.561224489796,0.010152284264,0.0985915492958,0.422222222222,0.137055837563,0,1.0,0,1.0,7,mTP 
70,19.428,11.766,5,-0.894,0.266761776184,38.6769441636,0.0,3,8,0.529411764706,0.0625,0.107142857143,0.507692307692,0.109375,0,1.0,0,0,0,mTP 
240,41.908,10.573,60,-1.938,0.352743821298,41.1982587455,0.0183486238532,3,26,0.265306122449,0.0384615384615,0.041958041958,0.555555555556,0.119658119658,0,1.0,0,0,0,mTP 
574,22.584,10.125,45,-1.115,0.34211674492,36.0408784364,0.00549450549451,3,21,0.326530612245,0.00880281690141,0.105960264901,0.577777777778,0.110915492958,0,1.0,0,1.0,7,mTP 
326,37.708,9.384,40,-0.372,0.341115745572,43.0845004,0.0272727272727,3,13,0.530612244898,0.01875,0.0872483221477,0.437037037037,0.1375,0,1.0,0,0,7,mTP 
244,41.928,10.216,40,-1.231,0.366794955915,39.9285719636,0.0240963855422,1,15,0.418367346939,0.0252100840336,0.0699300699301,0.42962962963,0.121848739496,0,1.0,0,0,7,mTP 
167,43.616,9.769,30,-1.299,0.32609041371,35.3357059636,0.0394736842105,8,36,0.275510204082,0.0186335403727,0.0733333333333,0.548148148148,0.136645962733,0,1.0,0,0,0,mTP 
208,36.116,9.532,45,-0.978,0.424311965891,37.6636095636,0.0461538461538,5,21,0.602040816327,0.019801980198,0.0927152317881,0.511111111111,0.128712871287,0,1.0,0,0,0,mTP 
474,26.064,9.564,40,-1.186,0.345491604332,37.9511979273,0.00709219858156,3,19,0.561224489796,0.0128205128205,0.0522875816993,0.377777777778,0.134615384615,0,1.0,0,0,0,mTP 
114,34.66,9.106,20,-2.054,0.238724828941,37.9067177455,0.0512820512821,4,11,0.551020408163,0.0185185185185,0.0545454545455,0.504587155963,0.0555555555556,0,1.0,0,0,7,mTP 
411,34.204,9.419,45,-0.643,0.339404927646,39.5684352364,0.0325203252033,6,20,0.551020408163,0.0197530864198,0.0955414012739,0.488888888889,0.0938271604938,0,1.0,0,1.0,7,mTP 
501,35.808,9.828,10,-0.955,0.341656959942,38.4917566545,0.0281690140845,4,14,0.459183673469,0.0181818181818,0.0759493670886,0.525925925926,0.0848484848485,0,1.0,0,0,7,mTP 
408,63.262,8.192,45,-0.681,0.347112814836,40.0102695636,0.0275862068966,2,24,0.510204081633,0.0223880597015,0.0689655172414,0.42962962963,0.139303482587,0,1.0,0,0,0,mTP 
808,45.822,8.837,0,-2.461,0.406652321875,33.2663510545,0.011320754717,4,19,0.489795918367,0.0124688279302,0.0709219858156,0.340740740741,0.147132169576,0,1.0,0,0,2,mTP 
384,40.256,8.579,10,-1.031,0.492157617528,39.7180646909,0.0241935483871,2,19,0.530612244898,0.00529100529101,0.0743243243243,0.488888888889,0.0952380952381,0,1.0,0,0,7,mTP 
492,37.3,10.02,40,-0.609,0.337991277364,39.1077203818,0.013698630137,4,18,0.540816326531,0.0144032921811,0.0774647887324,0.525925925926,0.121399176955,0,0,0,0,0,mTP 
166,25.164,10.289,0,-0.631,0.21105842443,37.6454716909,0.0227272727273,2,23,0.510204081633,0.01875,0.0705128205128,0.444444444444,0.14375,0,1.0,0,0,7,mTP 
1057,46.184,7.65,40,-0.233,0.351807231003,41.9728557273,0.0206896551724,3,17,0.571428571429,0.0133206470029,0.0642857142857,0.318518518519,0.0989533777355,0,0,0,0,7,mTP 
408,50.374,9.33,60,-2.402,0.431413122962,40.3317787273,0.016393442623,4,20,0.540816326531,0.0199004975124,0.0884353741497,0.562962962963,0.0845771144279,0,1.0,0,0,7,mTP 
331,32.38,9.811,0,-1.453,0.327508849554,39.6410924727,0.010752688172,0,16,0.510204081633,0.0307692307692,0.0933333333333,0.385185185185,0.123076923077,0,0,0,0,0,mTP 
518,28.028,9.343,40,-0.881,0.372783402796,38.2317634909,0.0125,4,19,0.489795918367,0.015625,0.0714285714286,0.355555555556,0.10546875,0,1.0,0,0,0,mTP 
409,34.888,9.026,40,-0.69,0.294388128409,40.1630189818,0.0234375,4,17,0.561224489796,0.0173697270471,0.0633802816901,0.407407407407,0.0868486352357,0,1.0,0,0,7,mTP 
940,29.752,9.755,40,-1.012,0.441772853869,40.2460300727,0.00313479623824,1,20,0.510204081633,0.0224839400428,0.0571428571429,0.348148148148,0.12312633833,0,1.0,0,0,7,mTP 
107,25.172,7.866,45,-2.295,0.237417481215,39.1157839636,0.181818181818,1,8,0.642857142857,0.00990099009901,0.0776699029126,0.392156862745,0.0990099009901,0,0,0,0,0,mTP 
734,33.812,8.389,45,-0.356,0.425196422502,45.6509412364,0.00454545454545,3,15,0.5,0.0233516483516,0.0753424657534,0.466666666667,0.131868131868,0,1.0,0,0,0,mTP 
587,47.33,9.586,45,-1.098,0.352009846585,41.8949445455,0.0172413793103,3,18,0.510204081633,0.0206540447504,0.06,0.311111111111,0.0860585197935,0,0,0,0,0,mTP 
375,23.136,10.328,0,-0.914,0.288783529761,38.5550297455,0.00934579439252,2,18,0.540816326531,0.0108401084011,0.133333333333,0.422222222222,0.10298102981,0,1.0,0,0,0,mTP 
192,38.208,10.639,15,-0.703,0.298597118803,37.437982,0.05,3,13,0.561224489796,0.010752688172,0.0915492957746,0.444444444444,0.0698924731183,0,1.0,0,0,0,mTP 
453,51.074,9.347,45,-0.936,0.353904419605,40.4157981455,0.00689655172414,4,19,0.510204081633,0.0246085011186,0.124137931034,0.548148148148,0.10514541387,0,1.0,0,0,7,mTP 
400,30.808,11.36,20,-1.5,0.349455620771,38.8151572727,0.0161290322581,4,18,0.551020408163,0.0279187817259,0.0733333333333,0.444444444444,0.0888324873096,0,1.0,0,1.0,7,mTP 
397,27.812,8.885,0,-1.436,0.52260011444,33.6177001091,0.00862068965517,2,14,0.357142857143,0.0179028132992,0.0779220779221,0.392592592593,0.0971867007673,0,1.0,0,1.0,7,mTP 
363,26.44,8.487,45,-0.808,0.288277712015,38.3779708364,0.0288461538462,6,15,0.540816326531,0.0196078431373,0.0827586206897,0.57037037037,0.0924369747899,0,1.0,0,1.0,7,mTP 
201,32.756,10.108,10,-0.549,0.302169112804,39.3226070545,0.051724137931,2,16,0.469387755102,0.0153846153846,0.0816326530612,0.511111111111,0.117948717949,0,1.0,0,0,0,mTP 
499,30.448,10.09,45,-0.064,0.398781601723,39.8529432727,0.0212765957447,2,20,0.540816326531,0.0162271805274,0.0709677419355,0.414814814815,0.135902636917,0,1.0,0,0,7,mTP 
349,45.452,8.599,45,-1.152,0.279494424308,46.8257670909,0.039603960396,1,8,0.5,0.0379008746356,0.0699300699301,0.407407407407,0.110787172012,0,1.0,0,1.0,0,mTP 
231,40.664,9.834,45,-1.256,0.311715257543,35.9262214909,0.037037037037,3,12,0.632653061224,0.0222222222222,0.103896103896,0.42962962963,0.128888888889,0,1.0,0,0,0,mTP 
101,26.568,11.909,5,-1.449,0.243386621416,37.5135475091,0.0909090909091,3,6,0.561224489796,0.0210526315789,0.10989010989,0.59375,0.0842105263158,0,1.0,0,1.0,0,mTP 
194,34.632,10.642,5,-1.635,0.275460829558,34.8661166545,0.0327868852459,5,13,0.551020408163,0.0265957446809,0.13475177305,0.474074074074,0.0851063829787,0,1.0,0,1.0,0,mTP 
185,28.92,10.642,60,-0.993,0.328954361857,45.129276,0.0333333333333,3,10,0.551020408163,0.0391061452514,0.0921985815603,0.377777777778,0.0558659217877,0,1.0,0,1.0,0,mTP 
270,37.306,10.49,5,-2.228,0.338101786761,38.1144698182,0.0204081632653,2,11,0.459183673469,0.0340909090909,0.115646258503,0.511111111111,0.106060606061,0,1.0,0,0,0,mTP 
219,31.632,10.39,30,-1.659,0.254286472584,40.2099112909,0.0298507462687,3,14,0.571428571429,0.0328638497653,0.0759493670886,0.533333333333,0.103286384977,0,1.0,0,0,0,mTP 
274,36.668,9.628,5,-2.214,0.394190701723,37.0429207273,0.0561797752809,4,10,0.642857142857,0.0373134328358,0.148648648649,0.555555555556,0.115671641791,0,1.0,0,0,0,mTP 
430,41.804,8.512,10,-1.724,0.299784368462,37.5103861091,0.020979020979,4,18,0.520408163265,0.0306603773585,0.0785714285714,0.348148148148,0.122641509434,0,1.0,0,1.0,0,mTP 
562,66.004,7.729,10,-1.412,0.591364898384,40.3597113455,0.0148514851485,3,16,0.428571428571,0.0377697841727,0.0733333333333,0.318518518519,0.102517985612,0,1.0,0,1.0,0,mTP 
500,39.292,8.432,15,-2.358,0.332419411062,38.4723284,0.0157068062827,3,7,0.520408163265,0.0202429149798,0.0699300699301,0.377777777778,0.161943319838,0,1.0,0,1.0,0,mTP 
362,83.482,10.673,30,-1.923,0.385600769217,51.4628304727,0.0300751879699,3,12,0.561224489796,0.064606741573,0.0949367088608,0.288888888889,0.0955056179775,0,1.0,0,1.0,0,mTP 
196,60.948,9.866,15,-1.561,0.430327358184,42.1788986545,0.0352941176471,3,10,0.561224489796,0.0263157894737,0.0789473684211,0.511111111111,0.126315789474,0,1.0,0,0,0,mTP 
511,50.52,10.123,10,-1.086,0.389050398211,35.8295205455,0.015,4,14,0.551020408163,0.0415841584158,0.0753424657534,0.414814814815,0.142574257426,0,1.0,0,1.0,0,mTP 
230,53.274,11.225,0,-1.403,0.25466492648,38.8079496364,0.05,4,11,0.438775510204,0.0535714285714,0.106382978723,0.385185185185,0.0625,0,1.0,0,1.0,0,mTP 
222,60.746,9.889,5,-1.992,0.348962826419,39.0401929455,0.0430107526882,5,18,0.510204081633,0.0324074074074,0.0689655172414,0.4,0.166666666667,0,1.0,0,0,0,mTP 
152,64.872,8.519,40,-2.13,0.284911287529,46.5462205818,0.02,0,8,0.520408163265,0.0753424657534,0.0839160839161,0.4,0.0753424657534,0,1.0,0,1.0,0,mTP 
110,47.102,9.487,30,-1.317,0.323264755229,39.2381714909,0.0714285714286,4,11,0.367346938776,0.0576923076923,0.102803738318,0.4,0.0480769230769,0,1.0,0,1.0,0,mTP 
107,41.444,11.149,5,-3.308,0.309626520108,39.0363273455,0.131578947368,5,9,0.479591836735,0.039603960396,0.14,0.480392156863,0.128712871287,0,1.0,0,0,0,mTP 
154,39.952,10.031,30,-0.99,0.348631049423,39.646734,0.0333333333333,2,13,0.336734693878,0.0202702702703,0.0642857142857,0.42962962963,0.101351351351,0,1.0,0,1.0,0,mTP 
94,97.064,10.41,45,-0.819,0.274033806914,45.1648629091,0.0789473684211,4,6,0.402173913043,0.0795454545455,0.0975609756098,0.449438202247,0.0795454545455,0,1.0,0,1.0,0,mTP 
347,30.248,8.396,40,-0.949,0.2251581446,39.1051457455,0.0337078651685,2,14,0.591836734694,0.0175953079179,0.0945945945946,0.577777777778,0.0733137829912,0,1.0,0,0,7,mTP 
421,41.34,9.791,45,-1.578,0.373374242003,38.8964747636,0.0206896551724,2,16,0.510204081633,0.0192771084337,0.0769230769231,0.525925925926,0.0843373493976,0,1.0,0,0,7,mTP 
395,38.11,10.179,40,-0.773,0.463584210408,42.1907321273,0.00833333333333,0,16,0.938775510204,0.0154241645244,0.0662251655629,0.325925925926,0.200514138817,0,1.0,0,1.0,0,mTP 
113,36.484,9.258,45,-0.333,0.214229744245,39.9680404182,0.0714285714286,7,13,0.540816326531,0.0280373831776,0.0571428571429,0.555555555556,0.0934579439252,0,1.0,0,0,0,mTP 
206,28.748,10.862,10,-1.981,0.266214439077,35.9632574182,0.030303030303,3,17,0.479591836735,0.015,0.120253164557,0.562962962963,0.13,0,1.0,0,0,7,mTP 
257,35.724,8.892,60,-1.575,0.392047165459,42.2108818,0.0121951219512,1,22,0.469387755102,0.0239043824701,0.0657894736842,0.511111111111,0.135458167331,0,1.0,0,0,0,mTP 
256,28.724,9.075,10,-0.615,0.420689473109,41.3505620727,0.0307692307692,3,12,0.561224489796,0.012,0.137931034483,0.503703703704,0.076,0,1.0,0,0,0,mTP 
250,35.468,11.181,40,-0.588,0.352484552654,43.6735821636,0.021978021978,0,26,0.438775510204,0.016393442623,0.0805369127517,0.422222222222,0.200819672131,0,1.0,0,0,0,mTP 
158,47.716,13.6,20,-1.961,0.263222681882,38.6340546909,0.063829787234,3,11,0.602040816327,0.00657894736842,0.0972222222222,0.414814814815,0.0986842105263,0,1.0,0,0,0,mTP 
626,25.044,11.246,0,-0.84,0.338977971768,34.7350753091,0.0105263157895,5,31,0.459183673469,0.00645161290323,0.0774193548387,0.481481481481,0.140322580645,0,0,0,0,0,nuc 
618,70.286,7.4,5,-1.946,0.645407705485,34.8233962,0.0176211453744,8,25,0.295918367347,0.031045751634,0.0952380952381,0.422222222222,0.200980392157,1,0,0,0,0,nuc 
727,52.938,6.824,20,-2.346,0.469050986407,36.1716144727,0.0183823529412,12,23,0.438775510204,0.0346740638003,0.128378378378,0.503703703704,0.209431345354,1,0,0,1.0,8,nuc 
536,53.706,12.01,0,-2.088,0.39910925843,40.3372408182,0.0208333333333,0,21,0.591836734694,0.0301886792453,0.0571428571429,0.481481481481,0.128301886792,1,0,0,0,8,nuc 
115,65.052,4.806,20,-3.415,0.302250369762,39.6557526,0.0869565217391,10,23,0.326530612245,0.155963302752,0.037037037037,0.763636363636,0.183486238532,0,0,0,0,0,nuc 
540,44.004,6.931,30,-2.092,0.34106417259,34.9054221636,0.0276243093923,8,21,0.612244897959,0.0262172284644,0.0839160839161,0.562962962963,0.142322097378,0,0,0,0,8,nuc 
1311,82.438,8.235,60,-1.239,0.47452083475,39.2249620364,0.00631578947368,8,29,0.551020408163,0.0229885057471,0.0592105263158,0.511111111111,0.150957854406,0,0,0,0,0,nuc 
240,50.358,10.858,60,-1.579,0.362681654293,36.9445962909,0.0222222222222,6,26,0.428571428571,0.0384615384615,0.105633802817,0.488888888889,0.166666666667,0,0,0,0,8,nuc 
