@RELATION /share/usr/briese/Pythonscrips/models/multiloc_plants_p+p_model_features.arff
@ATTRIBUTE size numeric 
@ATTRIBUTE Mono_NLS_signal26 numeric 
@ATTRIBUTE ER_signal5 numeric 
@ATTRIBUTE Vacuole_signal31 numeric 
@ATTRIBUTE Golgi_signal4 numeric 
@ATTRIBUTE Golgi_signal6 numeric 
@ATTRIBUTE Transmembrane_signal2 numeric 
@ATTRIBUTE Mip_signal2 numeric 
@ATTRIBUTE property_sum|1-10|volume numeric 
@ATTRIBUTE AutoCorrelatuion|d=2|1-20|hydrophob numeric 
@ATTRIBUTE AutoCorrelatuion|d=6|1-70|hydrophob numeric 
@ATTRIBUTE AutoCorrelatuion|d=6|1-60|charge numeric 
@ATTRIBUTE letterCount|1-20|K|aminoacid numeric 
@ATTRIBUTE maxPaacountNormed|1-40|leucine|L numeric 
@ATTRIBUTE maxPaacount|1-180|cysteine|C numeric 
@ATTRIBUTE maxPaacount|1-40|hydrophob_slightly|1 numeric 
@ATTRIBUTE Paacount|d=2|1-50|hydrophob_very|2 numeric 
@ATTRIBUTE Paacount|d=2|1--1|hydrophob_very|2 numeric 
@ATTRIBUTE letterCount|1-20|1|charged numeric 
@ATTRIBUTE Paacount|d=2|1--1|charge_none|0 numeric 
@ATTRIBUTE letterCount|1-160|2|structure numeric 
@ATTRIBUTE maxPaacount|1--1|aromatic_none|1 numeric 
@ATTRIBUTE letterCount|1-110|1|hydroxylated numeric 
@ATTRIBUTE letterCount|1-30|2|aliphatic_helix_other numeric 
@ATTRIBUTE maxPaacountNormed|1--1|aliphatic_helix_other|2 numeric 
@ATTRIBUTE prosite_clust_cyt numeric 
@ATTRIBUTE prosite_clust_SR numeric 
@ATTRIBUTE prosite_clust_mTP numeric 
@ATTRIBUTE prosite_clust_nuc numeric 
@ATTRIBUTE prosite_clust_mem numeric 
@ATTRIBUTE response {cyt,cTP,ER,ex,gol,mTP,nuc,per,mem,vac} 
 
@DATA 
561,40.492,90,5.673,13,0.833333333333,5.833,5,1205.9,0.157229,0.23947,39.9459716792,0,0.00277777777778,0.00584795321637,0.241379310345,0.063829787234,0.08078994614,3,0.497307001795,36,0.716390423573,41,12,0.114695340502,0,0,0,0,0,cyt 
913,43.04,45,3.137,13,0.7,3.493,0,1216.4,0.170769352941,0.210629111111,29.551050566,1,0.00277777777778,0,0.2,0.0425531914894,0.0616061606161,2,0.53795379538,27,0.860155382908,38,17,0.204395604396,0,0,0,0,0,cyt 
504,39.472,27,5.962,15,1.0,2.882,60,1301.9,0.236765647059,0.240202269841,39.1500173962,1,0.010101010101,0,0.176470588235,0.063829787234,0.066,0,0.544,35,0.824130879346,35,11,0.11377245509,0,0,0,0,0,cyt 
911,42.068,36,6.281,14,1.0,3.529,20,1121.6,0.229888058824,0.194808190476,32.8503206038,0,0,0,0.483870967742,0.0212765957447,0.0595369349504,1,0.455347298787,35,0.795805739514,29,10,0.145374449339,1,0,0,0,0,cyt 
412,36.796,18,5.89,12,0.833333333333,3.159,20,1124.0,0.403483764706,0.248827444444,37.6942964151,1,0.00714285714286,0,0.285714285714,0.127659574468,0.0759803921569,1,0.583333333333,36,0.765306122449,36,14,0.134474327628,0,0,0,0,0,cyt 
396,25.984,0,6.391,13,0.875,3.127,20,1043.8,0.391685823529,0.250225079365,36.6840410377,0,0.0526315789474,0.00581395348837,0.4,0.063829787234,0.0612244897959,0,0.517857142857,25,0.791237113402,39,12,0.157760814249,0,0,0,0,0,cyt 
1130,40.034,27,5.796,13,0.7,4.685,10,1282.4,0.287683176471,0.212871730159,35.0328635283,4,0.0135135135135,0.00621118012422,0.194444444444,0.0851063829787,0.0408525754885,1,0.530195381883,31,0.841539838854,36,10,0.157941437445,1,0,0,0,1,cyt 
1182,37.208,18,6.466,12,0.833333333333,4.685,30,1059.7,0.188784176471,0.174209174603,41.6572778868,0,0,0,0.346153846154,0.0212765957447,0.053480475382,1,0.560271646859,29,0.833190025795,34,12,0.14673452078,1,0,0,0,1,cyt 
74,19.372,18,6.297,15,0.875,2.177,20,1182.9,0.376502235294,0.310686301587,36.0792124528,0,0.0263157894737,0,0.25,0.0851063829787,0.0857142857143,2,0.542857142857,17,0.803278688525,21,8,0.0281690140845,0,0,0,0,1,cyt 
1101,47.77,18,5.446,17,0.666666666667,3.444,20,1088.8,0.266065705882,0.278623555556,37.1544744906,3,0.0263157894737,0,0.2,0.0212765957447,0.0847766636281,2,0.566089334549,40,0.79889298893,34,8,0.0938069216758,0,0,0,0,0,cyt 
670,37.704,27,5.176,13,0.666666666667,4.814,5,1181.4,0.249315352941,0.252785365079,32.4383632075,1,0,0,0.25,0.0212765957447,0.0645645645646,2,0.534534534535,37,0.736131934033,33,15,0.107946026987,0,0,0,0,0,cyt 
701,39.3,18,6.596,14,0.833333333333,5.298,0,1192.1,0.0676598823529,0.155747936508,43.2783274528,0,0,0,0.48275862069,0.0,0.0746054519369,4,0.540889526542,38,0.752148997135,40,11,0.107449856734,0,0,0,0,0,cyt 
377,44.18,9,5.643,13,1.0,3.823,20,1095.2,0.194437823529,0.207659015873,34.8317363774,1,0.00403225806452,0.00581395348837,0.28125,0.063829787234,0.0750670241287,5,0.552278820375,39,0.803234501348,27,11,0.120320855615,1,0,0,0,0,cyt 
408,41.608,18,6.155,14,1.0,2.941,20,1114.9,0.176219588235,0.275107761905,37.8681299434,1,0.00588235294118,0,0.235294117647,0.106382978723,0.0866336633663,3,0.55198019802,43,0.74,34,13,0.138271604938,0,0,0,0,0,cyt 
374,31.544,18,6.843,13,0.833333333333,3.456,60,1185.8,0.318595941176,0.290448428571,37.2094383019,5,0,0.0113636363636,0.2,0.148936170213,0.1,1,0.575675675676,49,0.852367688022,25,7,0.0700808625337,1,0,0,0,0,cyt 
375,26.544,18,6.104,13,0.833333333333,4.016,30,1185.8,0.322946294118,0.279060349206,38.0349433962,4,0.00714285714286,0.0113636363636,0.2,0.148936170213,0.10781671159,1,0.595687331536,47,0.833333333333,25,8,0.0887096774194,1,0,0,0,0,cyt 
375,33.544,18,5.051,15,0.833333333333,4.158,60,1185.8,0.325903470588,0.254539174603,38.0376795849,4,0,0.0114942528736,0.190476190476,0.127659574468,0.105121293801,0,0.55795148248,51,0.830508474576,23,8,0.0913978494624,1,0,0,0,0,cyt 
375,31.372,18,5.175,14,1.0,4.457,60,1111.0,0.329337882353,0.284288539683,39.763388717,3,0.00446428571429,0.0114285714286,0.210526315789,0.127659574468,0.11320754717,0,0.587601078167,57,0.865229110512,21,6,0.0779569892473,1,0,0,0,0,cyt 
379,28.836,18,6.104,15,0.833333333333,3.187,30,1235.6,0.302828882353,0.235480396825,35.7450698302,4,0,0.0113636363636,0.142857142857,0.127659574468,0.104,2,0.589333333333,49,0.839335180055,21,9,0.0957446808511,1,0,0,0,0,cyt 
368,26.164,36,5.298,15,0.833333333333,4.615,30,1113.7,0.334322470588,0.292258238095,38.9917954717,2,0,0.0113636363636,0.210526315789,0.127659574468,0.112637362637,0,0.60989010989,51,0.846575342466,27,8,0.0520547945205,1,0,0,0,0,cyt 
374,28.672,9,4.84,13,0.833333333333,3.855,30,1077.3,0.281030529412,0.261967206349,37.602177283,4,0,0.0113636363636,0.190476190476,0.127659574468,0.0972972972973,1,0.567567567568,56,0.845505617978,19,8,0.0862533692722,1,0,0,0,0,cyt 
374,27.676,18,5.227,14,0.833333333333,3.986,60,1190.6,0.265212411765,0.286887063492,37.1146210943,4,0,0.0113636363636,0.15,0.127659574468,0.0972972972973,1,0.572972972973,53,0.841359773371,24,8,0.0808625336927,1,0,0,0,0,cyt 
374,46.944,18,5.732,14,1.0,4.248,60,1185.8,0.327336823529,0.301553031746,36.2278996604,5,0.00925925925926,0.0113636363636,0.15,0.191489361702,0.110810810811,1,0.575675675676,53,0.8611898017,21,7,0.0943396226415,1,0,0,0,0,cyt 
375,28.544,18,6.104,14,0.833333333333,3.187,60,1185.8,0.306918352941,0.295309190476,38.6459205283,5,0,0.0113636363636,0.15,0.148936170213,0.0943396226415,1,0.579514824798,50,0.819209039548,25,7,0.0752688172043,1,0,0,0,0,cyt 
391,26.876,27,6.104,15,0.833333333333,3.187,60,1265.8,0.306824176471,0.270813571429,35.0860160943,5,0,0.0113636363636,0.173913043478,0.127659574468,0.103359173127,1,0.594315245478,49,0.835579514825,24,6,0.0773195876289,1,0,0,0,0,cyt 
378,32.876,18,6.104,14,0.833333333333,3.173,60,1265.8,0.306824176471,0.263128603175,36.8355173774,5,0,0.0114285714286,0.173913043478,0.127659574468,0.112299465241,1,0.585561497326,46,0.842391304348,24,7,0.0666666666667,1,0,0,0,0,cyt 
373,23.9,18,5.932,15,0.833333333333,4.376,20,1182.1,0.284829588235,0.276478984127,34.5574665472,3,0,0.0113636363636,0.178571428571,0.127659574468,0.108401084011,2,0.571815718157,54,0.838983050847,21,10,0.0648648648649,1,0,0,0,0,cyt 
376,27.344,27,5.814,15,0.833333333333,3.721,30,1214.9,0.282934764706,0.251951015873,35.412811283,4,0.0135135135135,0.0113636363636,0.166666666667,0.127659574468,0.0994623655914,2,0.588709677419,45,0.834733893557,24,9,0.0804289544236,1,0,0,0,0,cyt 
378,27.02,27,5.932,14,0.833333333333,4.383,30,1101.0,0.325057176471,0.270275095238,35.6719620943,4,0,0.0119047619048,0.2,0.127659574468,0.117647058824,2,0.542780748663,53,0.819178082192,25,8,0.064,1,0,0,0,0,cyt 
375,27.708,36,5.934,14,0.833333333333,3.427,30,1237.2,0.293723235294,0.256459365079,35.6741106981,4,0,0.0113636363636,0.1,0.148936170213,0.102425876011,1,0.579514824798,51,0.820728291317,18,7,0.0967741935484,1,0,0,0,0,cyt 
1338,33.752,0,6.32,15,0.833333333333,3.824,20,1317.4,0.255621352941,0.275110936508,39.0101315849,2,0.0526315789474,0.0229885057471,0.125,0.0851063829787,0.103448275862,3,0.574212893553,50,0.802581624905,34,10,0.113857677903,0,0,0,0,0,cyt 
1169,47.18,27,4.394,13,0.833333333333,3.412,5,1206.1,0.211511941176,0.219317238095,37.8779321698,2,0.0526315789474,0.00602409638554,0.0967741935484,0.0851063829787,0.108154506438,5,0.56652360515,27,0.833043478261,38,9,0.114922813036,1,0,0,0,0,cyt 
102,29.436,18,0,12,0.833333333333,2.171,20,1239.7,0.257335,0.241335126984,31.0098014717,3,0.0526315789474,0,0.0909090909091,0.106382978723,0.0510204081633,2,0.510204081633,17,0.791666666667,36,11,0.232323232323,0,0,0,0,0,cyt 
102,33.292,18,5.782,11,0.833333333333,1.656,20,1184.5,0.215632411765,0.24355868254,31.3214509434,2,0.0263157894737,0,0.0555555555556,0.127659574468,0.0612244897959,2,0.5,22,0.760416666667,31,14,0.232323232323,0,0,0,0,0,cyt 
330,44.472,9,5.796,13,0.833333333333,3.036,20,1273.6,0.126493823529,0.168945650794,36.4576980377,1,0.00267379679144,0.0059880239521,0.166666666667,0.0,0.0766871165644,4,0.460122699387,34,0.80122324159,28,11,0.128440366972,1,0,0,0,0,cyt 
1901,43.104,45,4.978,13,0.5,3.31,40,1280.9,0.143549705882,0.202722349206,34.6993766038,3,0.0263157894737,0.00588235294118,0.166666666667,0.0212765957447,0.0600948866632,0,0.519240906695,34,0.819289878113,27,11,0.191780821918,0,0,0,0,0,cyt 
1781,74.53,45,5.245,12,0.833333333333,2.492,0,958.5,0.103885941176,0.204493873016,31.8804395849,0,0,0,0.583333333333,0.0,0.0298255486775,3,0.4231851435,23,0.9375,31,19,0.224971878515,0,0,0,0,0,cyt 
326,108.038,27,5.534,13,0.833333333333,2.644,5,1175.8,0.235507294118,0.189438793651,33.7332966038,0,0,0,0.137931034483,0.106382978723,0.0869565217391,5,0.459627329193,36,0.839622641509,24,13,0.167182662539,0,0,0,0,0,cyt 
3911,87.232,0,5.829,14,0.833333333333,3.097,5,1347.4,0.129511,0.159862698413,45.5118782642,4,0.0135135135135,0.00581395348837,0.1,0.063829787234,0.065267468646,7,0.418735602764,29,0.882760389944,32,10,0.17758444217,0,0,0,0,0,cyt 
323,38.872,18,6.261,15,1.0,3.071,20,1289.9,0.317959352941,0.27642315873,36.7414693585,2,0.00588235294118,0.00588235294118,0.275862068966,0.0851063829787,0.103448275862,2,0.498432601881,37,0.788461538462,36,10,0.109375,1,0,0,0,0,cyt 
326,37.884,27,4.245,14,1.0,3.365,0,1126.3,0.246157941176,0.250053603175,36.5051512642,0,0.0037037037037,0.00588235294118,0.44,0.106382978723,0.105590062112,2,0.493788819876,46,0.780952380952,33,13,0.117647058824,1,0,0,0,0,cyt 
326,41.548,27,5.168,13,1.0,3.103,20,1161.7,0.230610705882,0.258283825397,36.2215271321,0,0.0037037037037,0.00588235294118,0.324324324324,0.0851063829787,0.0962732919255,1,0.496894409938,43,0.782747603834,31,14,0.117647058824,1,0,0,0,0,cyt 
301,40.388,18,5.004,16,0.833333333333,3.319,20,1074.9,0.302838411765,0.25475768254,34.7054196226,1,0.00714285714286,0.0059880239521,0.260869565217,0.148936170213,0.121212121212,2,0.474747474747,42,0.777777777778,29,8,0.0872483221477,1,0,0,0,0,cyt 
479,43.972,9,5.233,13,0.666666666667,3.703,20,1130.0,0.199008,0.266094825397,38.1629275849,3,0.0263157894737,0.00617283950617,0.129032258065,0.063829787234,0.08,3,0.446315789474,43,0.761194029851,29,7,0.115546218487,1,0,0,0,0,cyt 
495,43.308,27,5.795,13,0.833333333333,4.961,60,960.1,0.134023941176,0.19805568254,42.8340546792,1,0.0135135135135,0,0.2,0.0425531914894,0.091649694501,1,0.582484725051,32,0.831600831601,38,9,0.099593495935,0,0,0,0,0,cyt 
315,36.892,36,6.415,13,1.0,2.962,30,1139.4,0.366993470588,0.246917031746,35.6403243774,1,0.0526315789474,0.0059880239521,0.25,0.148936170213,0.109324758842,0,0.527331189711,43,0.791390728477,31,9,0.134615384615,1,0,0,0,0,cyt 
125,49.044,36,4.498,10,0.75,1.784,30,1365.5,0.0839277058824,0.255409079365,34.0166889623,2,0.00925925925926,0.00934579439252,0.166666666667,0.0425531914894,0.0578512396694,5,0.380165289256,27,0.743801652893,34,11,0.172131147541,1,0,0,0,0,cyt 
682,55.3,27,6.44,12,0.7,2.523,60,1152.6,0.197344235294,0.139256730159,36.6774436604,3,0.00925925925926,0,0.08,0.0,0.0412979351032,1,0.479351032448,27,0.855243722304,24,7,0.189985272459,1,0,0,0,0,cyt 
695,50.48,27,6.44,12,0.7,2.467,60,1156.4,0.202770705882,0.140385349206,36.6991033962,3,0.00925925925926,0,0.08,0.0,0.0506512301013,1,0.50506512301,29,0.857971014493,23,7,0.190751445087,1,0,0,0,0,cyt 
487,37.288,27,6.012,16,1.0,4.954,20,1211.5,0.276540647059,0.235882555556,36.6236246792,3,0.0263157894737,0.00613496932515,0.208333333333,0.063829787234,0.0786749482402,4,0.573498964803,29,0.839400428266,28,11,0.099173553719,0,0,0,0,0,cyt 
512,43.94,9,4.425,13,0.666666666667,3.111,5,1016.5,0.0907975882353,0.188497603175,29.5180630189,0,0.00588235294118,0.00617283950617,0.272727272727,0.0425531914894,0.100393700787,10,0.507874015748,31,0.758415841584,31,19,0.129666011788,0,0,0,0,0,cyt 
312,36.232,54,5.119,15,1.0,3.624,5,1001.0,0.266755823529,0.278675603175,31.9130811509,0,0.00714285714286,0,0.272727272727,0.0851063829787,0.103896103896,3,0.600649350649,34,0.829431438127,29,12,0.15857605178,0,0,0,0,0,cyt 
111,36.22,27,0,11,0.666666666667,0.954,20,972.9,0.0866722352941,0.178788126984,38.7986499623,2,0.00446428571429,0,0.24,0.0,0.0,7,0.383177570093,14,0.87037037037,31,15,0.148148148148,0,0,0,0,0,cyt 
1248,42.62,36,6.587,12,0.666666666667,3.354,20,1186.3,0.140587176471,0.214199269841,35.7929158113,2,0.0263157894737,0.00625,0.15,0.0425531914894,0.109324758842,4,0.51768488746,39,0.772325020113,34,10,0.131726907631,1,0,0,0,0,cyt 
275,51.548,9,6.166,12,0.833333333333,4.169,20,1209.2,0.200866235294,0.245847365079,36.7372035849,1,0.0526315789474,0.00602409638554,0.142857142857,0.0851063829787,0.0885608856089,4,0.468634686347,38,0.721374045802,37,9,0.113970588235,0,0,0,0,0,cyt 
632,28.964,9,5.96,13,1.0,3.36,20,785.6,0.438565705882,0.291478857143,36.5709234151,0,0,0.00613496932515,0.405405405405,0.127659574468,0.0764331210191,0,0.552547770701,28,0.834394904459,29,12,0.135135135135,1,0,0,0,0,cyt 
182,35.196,36,6.561,18,0.833333333333,2.625,5,1053.1,0.203443352941,0.273125492063,36.2744153396,3,0.00403225806452,0,0.25,0.0425531914894,0.106741573034,4,0.516853932584,42,0.869822485207,37,13,0.0614525139665,0,0,0,0,0,cyt 
179,34.256,27,4.24,17,1.0,3.182,5,1237.9,0.219568529412,0.285354666667,40.457565566,0,0.0135135135135,0.00606060606061,0.217391304348,0.063829787234,0.0971428571429,4,0.582857142857,32,0.847058823529,44,14,0.0568181818182,0,0,0,0,0,cyt 
330,29.424,9,5.099,15,0.875,3.491,45,1115.2,0.266675235294,0.248826301587,35.8316644717,0,0,0.00568181818182,0.36,0.0212765957447,0.0644171779141,1,0.58282208589,31,0.755417956656,40,10,0.113149847095,0,0,0,0,0,cyt 
322,63.034,36,4.916,15,1.0,2.858,60,1118.2,0.302395882353,0.244571968254,36.2610788302,2,0.0263157894737,0,0.291666666667,0.0425531914894,0.0880503144654,0,0.540880503145,34,0.838187702265,32,9,0.0940438871473,0,0,0,0,0,cyt 
912,70.734,0,5.505,13,1.0,3.579,5,1027.7,0.245197588235,0.207943492063,32.2633363396,0,0.00267379679144,0.00561797752809,0.277777777778,0.0425531914894,0.0715859030837,2,0.463656387665,23,0.858875413451,36,13,0.156215621562,1,0,0,0,0,cyt 
1522,35.324,9,5.773,13,0.666666666667,3.18,0,1192.4,0.190138705882,0.223742285714,37.7132367925,0,0.0185185185185,0,0.354838709677,0.063829787234,0.0612648221344,2,0.50790513834,33,0.87228439763,36,17,0.201448321264,1,0,0,0,0,cyt 
503,48.508,45,5.217,11,0.75,3.535,5,1060.0,0.106139235294,0.164975380952,25.8792412075,0,0,0.0170454545455,0.181818181818,0.063829787234,0.0921843687375,6,0.456913827655,34,0.753507014028,25,19,0.154,0,0,0,0,0,cyt 
557,50.008,63,4.538,13,1.0,4.1,20,1149.4,0.116910823529,0.132901285714,19.3745163774,0,0,0,0.181818181818,0.0425531914894,0.0849909584087,11,0.473779385172,26,0.771480804388,23,22,0.162454873646,0,0,0,0,0,cyt 
186,44.806,27,4.653,14,0.833333333333,2.656,15,1160.5,0.242354588235,0.255846809524,38.1374575849,3,0.0526315789474,0.0059880239521,0.130434782609,0.106382978723,0.131868131868,2,0.510989010989,37,0.819672131148,35,7,0.131147540984,0,0,0,0,0,cyt 
843,40.036,27,4.127,17,0.875,3.133,5,1194.2,0.178643352941,0.226877650794,34.6234428302,0,0.00324675324675,0,0.28125,0.0212765957447,0.0738974970203,0,0.620977353993,27,0.868421052632,33,17,0.167857142857,1,0,0,0,0,cyt 
290,43.244,18,5.846,12,0.833333333333,2.203,30,1343.6,0.171497705882,0.199462761905,34.349378566,3,0.0135135135135,0,0.15,0.106382978723,0.101398601399,4,0.520979020979,46,0.73476702509,33,10,0.104529616725,0,0,0,0,0,cyt 
290,57.916,12,6.305,12,0.833333333333,3.072,20,1366.8,0.274749352941,0.245963857143,32.0249026415,0,0.0135135135135,0,0.2,0.106382978723,0.115384615385,4,0.56993006993,49,0.751851851852,31,10,0.118466898955,0,0,0,0,0,cyt 
290,35.664,18,5.01,13,0.666666666667,3.398,20,1375.9,0.199833235294,0.198089111111,33.5973057736,2,0.0135135135135,0,0.15,0.0851063829787,0.108391608392,3,0.559440559441,50,0.755319148936,32,12,0.118466898955,0,0,0,0,0,cyt 
290,58.916,9,6.958,13,0.833333333333,3.501,20,1366.8,0.183896882353,0.211524253968,34.333948,2,0.0135135135135,0.00581395348837,0.15,0.106382978723,0.108391608392,4,0.548951048951,46,0.737588652482,31,12,0.104529616725,0,0,0,0,0,cyt 
203,48.188,63,6.085,13,0.8,1.919,20,1276.6,0.0825751764706,0.155251698413,36.1179839434,1,0.00892857142857,0,0.133333333333,0.0,0.0653266331658,6,0.361809045226,35,0.895833333333,30,12,0.135,1,0,0,0,0,cyt 
171,27.224,54,4.508,13,0.833333333333,5.266,30,1244.6,0.267233176471,0.269852111111,31.2184459623,1,0.0135135135135,0.00595238095238,0.136363636364,0.063829787234,0.11377245509,2,0.449101796407,39,0.684523809524,31,6,0.130952380952,1,0,0,0,0,cyt 
344,43.972,18,4.872,14,0.833333333333,4.186,5,1276.6,0.243566529412,0.239817238095,39.0098458113,1,0.00925925925926,0,0.315789473684,0.0425531914894,0.0882352941176,1,0.505882352941,35,0.785498489426,39,12,0.134897360704,0,0,0,0,0,cyt 
309,38.444,9,5.873,15,0.833333333333,4.83,5,1143.2,0.220051647059,0.234275015873,37.1626042075,1,0.00344827586207,0,0.318181818182,0.063829787234,0.0983606557377,2,0.475409836066,30,0.778156996587,36,13,0.127450980392,0,0,0,0,0,cyt 
862,31.484,45,7.096,13,0.875,3.438,5,1236.2,0.248169058824,0.21241431746,33.1647443962,0,0.0135135135135,0.00625,0.307692307692,0.0425531914894,0.0454545454545,4,0.462703962704,30,0.818181818182,43,15,0.181606519208,1,0,0,0,0,cyt 
843,29.348,36,5.6,15,0.875,4.381,5,1127.5,0.275056882353,0.186389190476,34.0630727925,0,0.00714285714286,0.00591715976331,0.357142857143,0.0425531914894,0.0429082240763,3,0.50178784267,34,0.808333333333,44,16,0.175,1,0,0,0,0,cyt 
380,32.852,18,4.65,18,0.875,2.687,60,1359.4,0.178158176471,0.270593619048,41.94038,1,0.0263157894737,0.0123456790123,0.230769230769,0.063829787234,0.0691489361702,1,0.542553191489,43,0.863509749304,32,5,0.116710875332,0,0,0,0,0,cyt 
457,22.364,72,0,14,0.875,3.879,15,1093.9,0.177553705882,0.305285,38.6295960755,0,0.00925925925926,0,0.566666666667,0.0425531914894,0.0242825607064,1,0.653421633554,35,0.782110091743,55,10,0.253303964758,1,0,0,0,0,cyt 
218,42.42,9,5.553,14,0.875,3.893,20,948.7,0.138809823529,0.203646571429,35.3643446415,0,0.0526315789474,0,0.315789473684,0.0425531914894,0.0841121495327,3,0.565420560748,30,0.808612440191,31,11,0.144186046512,1,0,0,0,0,cyt 
41,27.42,9,5.775,10,0.666666666667,1.037,5,948.7,0.133876352941,0.1677745,42.8817276471,0,0,0,0.260869565217,0.0526315789474,0.0540540540541,4,0.459459459459,7,0.783783783784,18,14,0.184210526316,0,0,0,0,0,cyt 
968,28.068,18,4.513,15,1.0,2.652,15,1106.7,0.250577647059,0.242260920635,42.8830992453,1,0.00285714285714,0.0059880239521,0.333333333333,0.0425531914894,0.0414937759336,2,0.563278008299,30,0.832807570978,42,7,0.162694300518,1,0,0,0,0,cyt 
415,27.104,27,5.187,15,0.833333333333,3.836,60,1138.4,0.263128235294,0.220137063492,41.3067822453,0,0.00588235294118,0,0.25,0.0212765957447,0.0802919708029,0,0.52798053528,30,0.771844660194,34,7,0.0898058252427,0,0,0,0,0,cyt 
