@RELATION /share/usr/briese/Pythonscrips/models/multiloc_fungi_dbm_p+p_model_features.arff
@ATTRIBUTE size numeric 
@ATTRIBUTE ER_signal5 numeric 
@ATTRIBUTE Peroxi_signal1 numeric 
@ATTRIBUTE Vacuole_signal21 numeric 
@ATTRIBUTE Vacuole_signal31 numeric 
@ATTRIBUTE Transmembrane_signal2 numeric 
@ATTRIBUTE Mip_signal12 numeric 
@ATTRIBUTE AutoCorrelatuion|d=2|1-20|hydrophob numeric 
@ATTRIBUTE maxAutoCorrelation|1-30|charge numeric 
@ATTRIBUTE letterCount|1-70|N|aminoacid numeric 
@ATTRIBUTE maxPaacountNormed|1-120|tyrosine|Y numeric 
@ATTRIBUTE maxPaacount|1-120|lysine|K numeric 
@ATTRIBUTE letterCount|1-120|M|aminoacid numeric 
@ATTRIBUTE letterCount|1-120|W|aminoacid numeric 
@ATTRIBUTE maxPaacountNormed|1-130|phenylalanine|F numeric 
@ATTRIBUTE maxPaacount|1-130|cysteine|C numeric 
@ATTRIBUTE Paacount|d=2|1-130|hydrophob_very|2 numeric 
@ATTRIBUTE maxPaacountNormed|-40--1|hydrophob_very|2 numeric 
@ATTRIBUTE maxPaacount|1-30|charge_negative|1 numeric 
@ATTRIBUTE minPaacount|1--1|structure_helix|1 numeric 
@ATTRIBUTE letterCount|1-20|1|size_small numeric 
@ATTRIBUTE maxPaacount|-100--1|aromatic_aromatic|0 numeric 
@ATTRIBUTE Paacount|d=3|-100--1|hydroxylated_hydroxy|1 numeric 
@ATTRIBUTE Paacount|d=2|1--1|aliphatic_helix_uncharged|1 numeric 
@ATTRIBUTE PS50041 numeric 
@ATTRIBUTE prosite_clust_SR numeric 
@ATTRIBUTE prosite_clust_mem numeric 
@ATTRIBUTE prosite_clust_nuc numeric 
@ATTRIBUTE prosite_clust_mTP numeric 
@ATTRIBUTE prosite_clust_cyt numeric 
@ATTRIBUTE response {cyt,ER,ex,gol,mTP,nuc,per,mem,vac,cyt_nuc,ex_mem,cyt_mem,cyt_mTP,nuc_mTP,ER_ex,ex_nuc} 
 
@DATA 
374,18,0.0,9000.0,6.843,3.456,-1.301,0.318595941176,37.5675671111,0,0,0.0190476190476,3,1,0,0.015873015873,0.11811023622,0.0789473684211,0.0555555555556,0.0116296406739,5,0.0348837209302,0.0729166666667,0.375675675676,0,0,0,0,0,1,cyt 
375,18,0.0,9000.0,6.104,4.016,-1.322,0.322946294118,36.982726037,1,0,0.0185185185185,2,1,0,0.015873015873,0.102362204724,0.157894736842,0.0555555555556,0.0111507582516,5,0.0348837209302,0.09375,0.350404312668,0,0,0,0,0,1,cyt 
375,18,0.0,9000.0,5.051,4.158,-2.008,0.325903470588,37.1442237778,0,0.00127551020408,0.0190476190476,1,1,0.000840336134454,0.0161290322581,0.102362204724,0.0789473684211,0.0384615384615,0.0109546165884,7,0.0375,0.0833333333333,0.353099730458,0,0,0,0,0,1,cyt 
375,18,0.0,9000.0,5.175,4.457,-0.976,0.329337882353,39.1898331304,1,0,0.0350877192982,3,1,0,0.015873015873,0.102362204724,0.157894736842,0.0384615384615,0.0114241001565,5,0.0348837209302,0.0520833333333,0.371967654987,0,0,0,0,0,1,cyt 
379,18,0.0,9000.0,6.104,3.187,-1.671,0.302828882353,35.2605049,1,0,0.03,1,1,0.00161290322581,0.015873015873,0.0944881889764,0.105263157895,0.0625,0.0108791531902,4,0.025,0.0625,0.338666666667,0,0,0,0,0,1,cyt 
368,36,0.0,9000.0,5.298,4.615,-1.413,0.334322470588,38.2468081739,0,0,0.0196078431373,1,1,0.002,0.015873015873,0.0944881889764,0.0789473684211,0.0384615384615,0.0119824055817,5,0.0348837209302,0.09375,0.387362637363,0,0,0,0,0,1,cyt 
374,9,0.0,9000.0,4.84,3.855,-2.285,0.281030529412,36.3909489231,0,0,0.0175438596491,1,1,0,0.015873015873,0.0866141732283,0.105263157895,0.0555555555556,0.0105147520402,4,0.031914893617,0.0729166666667,0.362162162162,0,0,0,0,0,1,cyt 
374,18,0.0,9000.0,5.227,3.986,-1.206,0.265212411765,39.11281955,2,0,0.0192307692308,0,1,0,0.015873015873,0.0629921259843,0.105263157895,0.0555555555556,0.0111424984306,6,0.0212765957447,0.0625,0.348648648649,0,0,0,0,0,1,cyt 
374,18,0.0,9000.0,5.732,4.248,-1.301,0.327336823529,37.7527818889,0,0,0.0285714285714,2,1,0,0.015873015873,0.110236220472,0.131578947368,0.0555555555556,0.0114563716259,5,0.0232558139535,0.09375,0.356756756757,0,0,0,0,0,1,cyt 
375,18,0.0,9000.0,6.104,3.187,-1.554,0.306918352941,38.9595308333,1,0,0.0190476190476,1,1,0.000770416024653,0.015873015873,0.102362204724,0.131578947368,0.0555555555556,0.0123401724651,7,0.0348837209302,0.0833333333333,0.350404312668,0,0,0,0,0,1,cyt 
391,27,0.0,9000.0,6.104,3.187,-1.551,0.306824176471,37.4181886364,0,0,0.0263157894737,0,1,0.00161290322581,0.015873015873,0.0944881889764,0.131578947368,0.0555555555556,0.0123755334282,4,0.0348837209302,0.0625,0.366925064599,0,0,0,0,0,1,cyt 
378,18,0.0,9000.0,6.104,3.173,-1.551,0.306824176471,37.7777986364,2,0,0.034188034188,0,1,0.004,0.015873015873,0.0944881889764,0.105263157895,0.0555555555556,0.0128261831048,4,0.0243902439024,0.0520833333333,0.355614973262,0,0,0,0,0,1,cyt 
373,18,0.0,9000.0,5.932,4.376,-1.442,0.284829588235,35.8503952222,1,0,0.02,0,1,0,0.015873015873,0.102362204724,0.0789473684211,0.111111111111,0.0112141148325,5,0.0348837209302,0.0520833333333,0.373983739837,0,0,0,0,0,1,cyt 
376,27,0.0,9000.0,5.814,3.721,-1.962,0.282934764706,35.7903073333,0,0,0.0176991150442,2,1,0.000478468899522,0.015873015873,0.102362204724,0.131578947368,0.0625,0.0120088954781,4,0.0348837209302,0.0833333333333,0.370967741935,0,0,0,0,0,1,cyt 
378,27,0.0,9000.0,5.932,4.383,-1.426,0.325057176471,36.4416476923,0,0.00175438596491,0.0190476190476,1,1,0,0.015873015873,0.102362204724,0.131578947368,0.0555555555556,0.0135009310987,4,0.0348837209302,0.0625,0.366310160428,0,0,0,0,0,1,cyt 
375,36,0.0,9000.0,5.934,3.427,-1.322,0.293723235294,35.7901561111,2,0,0.017094017094,0,2,0.00103305785124,0.015873015873,0.0944881889764,0.105263157895,0.0740740740741,0.0125195618153,7,0.025,0.0520833333333,0.350404312668,0,0,0,0,0,1,cyt 
1338,0,0.0,27000.0,6.32,3.824,-1.373,0.255621352941,38.8304694444,3,0.000778816199377,0.01,2,0,0,0.0241935483871,0.0944881889764,0.0675675675676,0.0909090909091,0.0124285657195,5,0.0243902439024,0.1875,0.310344827586,0,0,0,0,0,0,cyt 
1169,27,0.0,27000.0,4.394,3.412,-2.221,0.211511941176,40.0430134167,1,0.00175438596491,0.019801980198,3,2,0,0,0.110236220472,0.184210526316,0.1,0.0149917476618,1,0.0375,0.0625,0.307296137339,0,0,0,0,0,1,cyt 
102,18,0.0,27000.0,0,2.171,-1.194,0.257335,35.0391304762,5,0.01,0.0121951219512,2,1,0.00151975683891,0,0.0505050505051,0.0526315789474,0.0588235294118,0.0110461338532,3,0.0526315789474,0.15625,0.163265306122,0,0,0,0,0,0,cyt 
102,18,0.0,18000.0,5.782,1.656,-2.018,0.215632411765,32.0389110476,4,0.01,0.0215053763441,2,1,0.00151975683891,0,0.0606060606061,0.0526315789474,0.1,0.00609756097561,6,0.0357142857143,0.09375,0.19387755102,0,0,0,0,0,0,cyt 
330,9,0.0,9000.0,5.796,3.036,-2.057,0.126493823529,38.1625928182,0,0,0.0181818181818,2,1,0.00103305785124,0.00854700854701,0.0866141732283,0.0526315789474,0.166666666667,0.0124339976154,3,0.0240963855422,0.114583333333,0.254601226994,0,0,0,0,0,1,cyt 
1901,45,0.0,18000.0,4.978,3.31,-0.614,0.143549705882,43.1723267059,4,0,0.019801980198,2,0,0.0026455026455,0.00833333333333,0.110236220472,0.157894736842,0.0357142857143,0.00929451287794,5,0.0344827586207,0.0833333333333,0.187137585662,0,0,0,0,0,0,cyt 
1781,45,0.0,18000.0,5.245,2.492,-3.192,0.103885941176,30.8831958182,2,0,0.00869565217391,0,0,0,0,0.0157480314961,0.0135135135135,0.1,0.00660885167464,4,0,0.0416666666667,0.180078784468,0,0,0,0,0,0,cyt 
326,27,0.0,9000.0,5.534,2.644,-1.562,0.235507294118,25.5360072,4,0.00217391304348,0.0347826086957,4,1,0.000663129973475,0,0.125984251969,0.00714285714286,0.2,0.0134598792062,7,0.020618556701,0.0520833333333,0.201863354037,0,0,0,0,0,0,cyt 
3911,0,0.0,18000.0,5.829,3.097,-2.772,0.129511,38.5121855556,1,0,0.034188034188,2,0,0.00103305785124,0,0.0551181102362,0.0277777777778,0.142857142857,0.0102692463807,1,0.037037037037,0.1875,0.170975172767,0,0,0,0,0,0,cyt 
323,18,0.0,9000.0,6.261,3.071,-2.535,0.317959352941,35.7009571667,3,0.00217391304348,0.00970873786408,1,1,0.00135501355014,0,0.102362204724,0.0405405405405,0.0769230769231,0.0121993726037,7,0.0235294117647,0.135416666667,0.260188087774,0,0,0,0,0,1,cyt 
326,27,0.0,9000.0,4.245,3.365,-1.489,0.246157941176,36.039998,2,0.0042735042735,0.00970873786408,1,1,0,0,0.102362204724,0.105263157895,0.0666666666667,0.011734253667,5,0.0416666666667,0.104166666667,0.245341614907,0,0,0,0,0,1,cyt 
326,27,0.0,9000.0,5.168,3.103,-2.008,0.230610705882,34.6873683636,5,0.0042735042735,0.00970873786408,2,1,0.00135501355014,0,0.0866141732283,0.105263157895,0.0666666666667,0.0103537532355,8,0.0416666666667,0.09375,0.254658385093,0,0,0,0,0,1,cyt 
301,18,0.0,9000.0,5.004,3.319,-1.969,0.302838411765,34.7020221429,3,0.0042735042735,0.0194174757282,2,3,0,0.00854700854701,0.141732283465,0.0540540540541,0.0384615384615,0.0134440490312,8,0.0227272727273,0.0416666666667,0.255892255892,0,0,0,0,0,1,cyt 
479,9,0.0,18000.0,5.233,3.703,-2.134,0.199008,44.4788168571,4,0.00112612612613,0.02,2,4,0.00103305785124,0.00892857142857,0.0787401574803,0.027027027027,0.0666666666667,0.0111468627902,5,0.0365853658537,0.0833333333333,0.261052631579,0,0,0,0,0,1,cyt 
495,27,0.0,18000.0,5.795,4.961,-1.292,0.134023941176,45.8832922353,2,0,0.0169491525424,2,0,0.000478468899522,0,0.0472440944882,0.0789473684211,0.0833333333333,0.0123251165889,4,0.0408163265306,0.135416666667,0.295315682281,0,0,0,0,0,0,cyt 
315,36,0.0,36000.0,6.415,2.962,-1.268,0.366993470588,38.5370750476,4,0.00217391304348,0.0196078431373,1,3,0.0078125,0.00854700854701,0.133858267717,0.0789473684211,0,0.0100250626566,4,0.03125,0.09375,0.260450160772,0,0,0,0,0,1,cyt 
125,36,0.0,9000.0,4.498,1.784,-2.845,0.0839277058824,41.4452009091,1,0.00847457627119,0.00980392156863,2,4,0.00275482093664,0.00934579439252,0.0573770491803,0.0526315789474,0.0909090909091,0.00909090909091,6,0.0421052631579,0.104166666667,0.165289256198,0,0,0,0,0,1,cyt 
682,27,0.0,9000.0,6.44,2.523,-1.413,0.197344235294,47.3678304444,3,0.00175438596491,0.0373831775701,3,2,0.00117096018735,0,0.0157480314961,0.0789473684211,0.1,0.00973481033904,5,0.032967032967,0.0729166666667,0.203539823009,0,0,0,0,0,1,cyt 
695,27,0.0,9000.0,6.44,2.467,-1.413,0.202770705882,47.5246115556,3,0.00175438596491,0.0373831775701,3,2,0.00117096018735,0,0.0393700787402,0.105263157895,0.1,0.00921443073559,5,0.032967032967,0.125,0.20984081042,0,0,0,0,0,1,cyt 
487,27,0.0,18000.0,6.012,4.954,-2.741,0.276540647059,33.3256784615,2,0,0.019801980198,0,1,0.00234192037471,0.00884955752212,0.0708661417323,0.105263157895,0.125,0.0146826293201,5,0.03125,0.0520833333333,0.335403726708,0,0,0,0,0,0,cyt 
512,9,0.0,9000.0,4.425,3.111,-2.858,0.0907975882353,28.4739436667,2,0.0042735042735,0.019801980198,2,2,0.00185185185185,0.00892857142857,0.102362204724,0.0540540540541,0.192307692308,0.0100496838302,6,0.0425531914894,0.0416666666667,0.26968503937,0,0,0,0,0,0,cyt 
312,54,0.0,9000.0,5.119,3.624,-1.891,0.266755823529,31.2841923077,4,0,0.00990099009901,4,0,0.00135501355014,0,0.102362204724,0.0540540540541,0.0588235294118,0.0121765601218,6,0.0227272727273,0.09375,0.272727272727,0,0,0,0,0,0,cyt 
111,27,0.0,9000.0,0,0.954,-2.665,0.0866722352941,31.5188433077,1,0.00160256410256,0.054347826087,3,0,0.000850340136054,0,0.0,0.0263157894737,0.235294117647,0.0140350877193,4,0.0229885057471,0.125,0.130841121495,0,0,0,0,0,0,cyt 
1248,36,0.0,18000.0,6.587,3.354,-1.859,0.140587176471,40.6270121667,3,0.00217391304348,0.02,4,0,0,0,0.0787401574803,0.0555555555556,0.0625,0.010337579891,4,0.0481927710843,0.0625,0.275723472669,0,0,0,0,0,1,cyt 
275,9,0.0,36000.0,6.166,4.169,-1.336,0.200866235294,34.8491372174,0,0.00847457627119,0.0175438596491,1,4,0.0026455026455,0.00862068965517,0.11811023622,0.157894736842,0.2,0.0106753812636,10,0.0361445783133,0.104166666667,0.232472324723,0,0,0,0,0,0,cyt 
632,9,0.0,9000.0,5.96,3.36,-2.402,0.438565705882,36.5480094348,3,0,0,1,1,0.008,0.00884955752212,0.0629921259843,0.0263157894737,0.0434782608696,0.0127487294341,11,0.020618556701,0.166666666667,0.275477707006,0,0,0,0,0,1,cyt 
182,36,0.0,9000.0,6.561,2.625,-1.941,0.203443352941,36.7029823333,1,0.00217391304348,0.0194174757282,0,0,0.00393700787402,0,0.110236220472,0.210526315789,0.1,0.0130761686826,4,0.0111111111111,0.0520833333333,0.359550561798,0,0,0,0,0,0,cyt 
179,27,0.0,36000.0,4.24,3.182,-2.316,0.219568529412,37.0580466667,0,0.00217391304348,0.01,0,1,0.00393700787402,0,0.0866141732283,0.157894736842,0.0909090909091,0.0139906728847,6,0.0108695652174,0.145833333333,0.36,0,0,0,0,0,0,cyt 
330,9,0.0,9000.0,5.099,3.491,-1.397,0.266675235294,43.6934761667,0,0,0.00970873786408,4,1,0.000712250712251,0,0.0629921259843,0.0526315789474,0.0434782608696,0.0153295861012,7,0.0714285714286,0.09375,0.325153374233,0,0,0,0,0,0,cyt 
322,36,0.0,18000.0,4.916,2.858,-1.916,0.302395882353,39.7261348182,2,0,0.0192307692308,0,0,0.000925925925926,0,0.0787401574803,0.0540540540541,0.0357142857143,0.0108410561287,3,0.0212765957447,0.09375,0.339622641509,0,0,0,0,0,0,cyt 
912,0,0.0,9000.0,5.505,3.579,-2.001,0.245197588235,35.6057205,3,0,0.00970873786408,2,0,0.0026455026455,0.0078125,0.102362204724,0.0789473684211,0.107142857143,0.0121684683088,6,0,0.135416666667,0.196035242291,0,0,0,0,0,1,cyt 
1522,9,0.0,18000.0,5.773,3.18,-1.297,0.190138705882,41.3767354,0,0,0.01,2,0,0.00393700787402,0,0.102362204724,0.00925925925926,0.0666666666667,0.0107998176654,4,0.0204081632653,0.145833333333,0.185770750988,0,0,0,0,0,1,cyt 
503,45,0.0,9000.0,5.217,3.535,-2.214,0.106139235294,23.020855,5,0.0042735042735,0.0196078431373,2,1,0.0078125,0,0.0629921259843,0.0789473684211,0.3,0.00884472592269,13,0.0618556701031,0.0625,0.216432865731,0,0,0,0,0,0,cyt 
557,63,0.0,9000.0,4.538,4.1,-3.281,0.116910823529,16.65446,1,0.00854700854701,0,1,0,0,0,0.0393700787402,0.0789473684211,0.5,0.0107030636292,6,0.0618556701031,0.114583333333,0.251356238698,0,0,0,0,0,0,cyt 
186,27,0.0,27000.0,4.653,2.656,-1.683,0.242354588235,40.698093,3,0.00847457627119,0.025641025641,2,1,0.0078125,0,0.141732283465,0.0789473684211,0.0588235294118,0.0102073365231,3,0.0204081632653,0.0833333333333,0.263736263736,0,0,0,0,0,0,cyt 
843,27,0.0,9000.0,4.127,3.133,-2.832,0.178643352941,35.01391984,5,0.000680272108844,0,8,1,0.002,0,0.0314960629921,0.0540540540541,0.05,0.0131632239773,8,0.0125,0.0729166666667,0.289630512515,0,0,0,0,0,1,cyt 
290,18,0.0,9000.0,5.846,2.203,-1.747,0.171497705882,38.7655639,4,0.0042735042735,0.0169491525424,3,2,0.000478468899522,0,0.11811023622,0.131578947368,0.181818181818,0.00946502057613,3,0.0444444444444,0.0833333333333,0.286713286713,0,0,0,0,0,0,cyt 
290,12,0.0,9000.0,6.305,3.072,-2.068,0.274749352941,32.8036895652,4,0.0042735042735,0.00847457627119,6,2,0.000478468899522,0,0.133858267717,0.0789473684211,0.0909090909091,0.00987654320988,7,0.0333333333333,0.09375,0.307692307692,0,0,0,0,0,0,cyt 
290,18,0.0,18000.0,5.01,3.398,-2.495,0.199833235294,37.5332735652,4,0.00847457627119,0.00877192982456,3,2,0.00103305785124,0,0.110236220472,0.184210526316,0.0909090909091,0.00761316872428,5,0.0361445783133,0.104166666667,0.300699300699,0,0,0,0,0,0,cyt 
290,9,0.0,9000.0,6.958,3.501,-2.3,0.183896882353,35.3395149,3,0.00147492625369,0.0196078431373,4,2,0.00393700787402,0.00819672131148,0.149606299213,0.157894736842,0.0909090909091,0.00905349794239,3,0.0365853658537,0.0625,0.311188811189,0,0,0,0,0,0,cyt 
203,63,0.0,9000.0,6.085,1.919,-2.694,0.0825751764706,38.1282044,1,0,0.03,1,0,0.00161290322581,0,0.0708661417323,0.105263157895,0.16,0.0121432908318,3,0.0222222222222,0.0625,0.155778894472,0,0,0,0,0,1,cyt 
171,54,0.0,18000.0,4.508,5.266,-0.61,0.267233176471,40.3980982,0,0.00847457627119,0.01,4,2,0.0078125,0.00787401574803,0.11811023622,0.0540540540541,0.0714285714286,0.0105263157895,6,0.0581395348837,0.09375,0.275449101796,0,0,0,0,0,1,cyt 
344,18,0.0,18000.0,4.872,4.186,-3.037,0.243566529412,40.9043347692,3,0.00217391304348,0.0188679245283,2,1,0.00161290322581,0,0.0787401574803,0.0789473684211,0,0.0120580087991,5,0.0470588235294,0.15625,0.235294117647,0,0,0,0,0,0,cyt 
309,9,0.0,9000.0,5.873,4.83,-2.569,0.220051647059,36.2976709091,2,0.0042735042735,0.0181818181818,1,0,0.00103305785124,0,0.0944881889764,0.105263157895,0.0357142857143,0.0115131578947,4,0.0470588235294,0.21875,0.249180327869,0,0,0,0,0,0,cyt 
862,45,0.0,9000.0,7.096,3.438,-2.929,0.248169058824,30.39039,1,0.000778816199377,0.00877192982456,0,2,0.00393700787402,0.00909090909091,0.0708661417323,0.131578947368,0.105263157895,0.0113273671694,5,0.0408163265306,0.0729166666667,0.198135198135,0,0,0,0,0,1,cyt 
843,36,0.0,9000.0,5.6,4.381,-1.099,0.275056882353,33.89579475,2,0,0.00877192982456,3,2,0.00393700787402,0.00840336134454,0.0629921259843,0.105263157895,0.105263157895,0.0117172493277,7,0.0697674418605,0.0833333333333,0.203814064362,0,0,0,0,0,1,cyt 
