@RELATION /share/usr/briese/Pythonscrips/models/multiloc_animals_p+p_model_features.arff
@ATTRIBUTE size numeric 
@ATTRIBUTE Mono_NLS_signal26 numeric 
@ATTRIBUTE ER_signal5 numeric 
@ATTRIBUTE Peroxi_signal3 numeric 
@ATTRIBUTE Vacuole_signal31 numeric 
@ATTRIBUTE Golgi_signal4 numeric 
@ATTRIBUTE Transmembrane_signal2 numeric 
@ATTRIBUTE AutoCorrelatuion|d=1|1-20|hydrophob numeric 
@ATTRIBUTE AutoCorrelatuion|d=6|1-70|hydrophob numeric 
@ATTRIBUTE property_sum|1-30|charge numeric 
@ATTRIBUTE AutoCorrelatuion|d=2|1--1|charge numeric 
@ATTRIBUTE letterCount|1-20|K|aminoacid numeric 
@ATTRIBUTE maxPaacount|1-30|asparagine|N numeric 
@ATTRIBUTE maxPaacountNormed|1-50|leucine|L numeric 
@ATTRIBUTE letterCount|1-90|W|aminoacid numeric 
@ATTRIBUTE maxPaacount|1-170|cysteine|C numeric 
@ATTRIBUTE Paacount|d=2|1-50|hydrophob_very|2 numeric 
@ATTRIBUTE maxPaacount|-40--1|hydrophob_very|2 numeric 
@ATTRIBUTE Paacount|d=2|1--1|hydrophob_very|2 numeric 
@ATTRIBUTE letterCount|1-20|1|charged numeric 
@ATTRIBUTE Paacount|d=2|1--1|charge_none|0 numeric 
@ATTRIBUTE Paacount|d=6|1--1|size_small|1 numeric 
@ATTRIBUTE maxPaacount|1--1|aromatic_none|1 numeric 
@ATTRIBUTE maxPaacountNormed|1--1|hydroxylated_hydroxy|1 numeric 
@ATTRIBUTE minPaacount|50--20|aliphatic_helix_uncharged|1 numeric 
@ATTRIBUTE prosite_clust_cyt numeric 
@ATTRIBUTE prosite_clust_SR numeric 
@ATTRIBUTE prosite_clust_mTP numeric 
@ATTRIBUTE prosite_clust_nuc numeric 
@ATTRIBUTE prosite_clust_mem numeric 
@ATTRIBUTE response {cyt,ER,ex,gol,lys,mTP,nuc,per,mem} 
 
@DATA 
913,43.04,45,0,3.137,13,3.493,0.232623111111,0.210629111111,166.633,35.4654459494,1,0.0769230769231,0.0208333333333,1,0,0.0425531914894,0.2,0.0616061606161,2,0.53795379538,0.078453038674,0.860155382908,0.134065934066,0.0104752171691,0,0,0,0,0,cyt 
504,39.472,27,0,5.962,15,2.882,0.262367666667,0.240202269841,190.149,37.477143956,1,0.047619047619,0.0077519379845,0,0,0.063829787234,0.12,0.066,0,0.544,0.0866935483871,0.824130879346,0.131736526946,0.0154914529915,0,0,0,0,0,cyt 
911,42.068,36,0,6.281,14,3.529,0.206906722222,0.194808190476,166.613,35.5467068126,0,0.0588235294118,0.0416666666667,3,0,0.0212765957447,0.0571428571429,0.0595369349504,1,0.455347298787,0.0753045404208,0.795805739514,0.0605726872247,0.0116532206428,1,0,0,0,0,cyt 
412,36.796,18,0,5.89,12,3.159,0.379139444444,0.248827444444,167.885,36.3274135392,1,0,0.00555555555556,1,0,0.127659574468,0.193548387097,0.0759803921569,1,0.583333333333,0.0940594059406,0.765306122449,0.078239608802,0.0152606310014,0,0,0,0,0,cyt 
396,25.984,0,0,6.391,13,3.127,0.382951833333,0.250225079365,183.864,36.6108896505,0,0,0.0416666666667,0,0.00617283950617,0.063829787234,0.184210526316,0.0612244897959,0,0.517857142857,0.0515463917526,0.791237113402,0.12213740458,0.0111434939139,0,0,0,0,0,cyt 
1130,40.034,27,0,5.796,13,4.685,0.281944166667,0.212871730159,174.043,37.5854236128,4,0,0.0106382978723,1,0.00662251655629,0.0851063829787,0.166666666667,0.0408525754885,1,0.530195381883,0.078431372549,0.841539838854,0.131322094055,0.0125385509884,1,0,0,0,1,cyt 
1182,37.208,18,0,6.466,12,4.685,0.180359111111,0.174209174603,189.715,37.2844939007,0,0,0,0,0,0.0212765957447,0.25,0.053480475382,1,0.560271646859,0.0817717206133,0.833190025795,0.129770992366,0.0134347763278,1,0,0,0,1,cyt 
74,19.372,18,0,6.297,15,2.177,0.381494388889,0.310686301587,168.439,37.0902439286,0,0,0.0208333333333,1,0,0.0851063829787,0.15,0.0857142857143,2,0.542857142857,0.0606060606061,0.803278688525,0.0704225352113,-1,0,0,0,0,1,cyt 
1101,47.77,18,0,5.446,17,3.444,0.314587833333,0.278623555556,182.515,36.7971053382,3,0,0.0416666666667,3,0,0.0212765957447,0.173913043478,0.0847766636281,2,0.566089334549,0.0741079597438,0.79889298893,0.0719489981785,0.0181506136884,0,0,0,0,0,cyt 
670,37.704,27,0,5.176,13,4.814,0.261822944444,0.252785365079,165.675,35.8104726261,1,0.0434782608696,0,3,0,0.0212765957447,0.147058823529,0.0645645645646,2,0.534534534535,0.0996978851964,0.736131934033,0.0644677661169,0.0183276059565,0,0,0,0,0,cyt 
701,39.3,18,0,6.596,14,5.298,0.0881784444444,0.155747936508,185.159,36.5570181306,0,0,0.00387596899225,3,0,0.0,0.181818181818,0.0746054519369,4,0.540889526542,0.0966810966811,0.752148997135,0.0773638968481,0.0184898520812,0,0,0,0,0,cyt 
377,44.18,9,0,5.643,13,3.823,0.232405111111,0.207659015873,157.832,35.6393016836,1,0,0.0030487804878,2,0.00617283950617,0.063829787234,0.181818181818,0.0750670241287,5,0.552278820375,0.0785907859079,0.803234501348,0.0855614973262,0.0173010380623,1,0,0,0,0,cyt 
408,41.608,18,0,6.155,14,2.941,0.227723111111,0.275107761905,183.582,36.4606890941,1,0,0.0106382978723,1,0,0.106382978723,0.192307692308,0.0866336633663,3,0.55198019802,0.0875,0.74,0.0716049382716,0.0147569444444,0,0,0,0,0,cyt 
374,31.544,18,0,6.843,13,3.456,0.260788555556,0.290448428571,178.726,36.3406502027,5,0,0,1,0.0120481927711,0.148936170213,0.241379310345,0.1,1,0.575675675676,0.101092896175,0.852367688022,0.0566037735849,0.0206832871653,1,0,0,0,0,cyt 
375,26.544,18,0,6.104,13,4.016,0.274381,0.279060349206,177.831,36.8932238464,4,0,0.00555555555556,1,0.0120481927711,0.148936170213,0.241379310345,0.10781671159,1,0.595687331536,0.108991825613,0.833333333333,0.0591397849462,0.0196908354803,1,0,0,0,0,cyt 
375,33.544,18,0,5.051,15,4.158,0.310023222222,0.254539174603,177.624,36.4399728787,4,0,0,1,0.0121951219512,0.127659574468,0.241379310345,0.105121293801,0,0.55795148248,0.114441416894,0.830508474576,0.0591397849462,0.0196908354803,1,0,0,0,0,cyt 
375,31.372,18,0,5.175,14,4.457,0.317439777778,0.284288539683,179.331,36.3236301968,3,0,0.00340136054422,1,0.0120481927711,0.127659574468,0.206896551724,0.11320754717,0,0.587601078167,0.114441416894,0.865229110512,0.0349462365591,0.0206109679794,1,0,0,0,0,cyt 
379,28.836,18,0,6.104,15,3.187,0.266599277778,0.235480396825,172.494,36.6067517573,4,0,0,1,0.0120481927711,0.127659574468,0.241379310345,0.104,2,0.589333333333,0.0943396226415,0.839335180055,0.0425531914894,0.0192377495463,1,0,0,0,0,cyt 
368,26.164,36,0,5.298,15,4.615,0.316532222222,0.292258238095,175.354,36.3675066758,2,0,0,1,0.0120481927711,0.127659574468,0.206896551724,0.112637362637,0,0.60989010989,0.0944444444444,0.846575342466,0.0383561643836,0.0215053763441,1,0,0,0,0,cyt 
374,28.672,9,0,4.84,13,3.855,0.291629111111,0.261967206349,174.644,36.7585476568,4,0,0,1,0.0120481927711,0.127659574468,0.275862068966,0.0972972972973,1,0.567567567568,0.125683060109,0.845505617978,0.0431266846361,0.0203139427516,1,0,0,0,0,cyt 
374,27.676,18,0,5.227,14,3.986,0.266636388889,0.286887063492,179.714,37.3749418703,4,0,0,1,0.0120481927711,0.127659574468,0.275862068966,0.0972972972973,1,0.572972972973,0.109289617486,0.841359773371,0.0512129380054,0.018836565097,1,0,0,0,0,cyt 
374,46.944,18,0,5.732,14,4.248,0.300443611111,0.301553031746,179.052,36.823162473,5,0,0.00724637681159,1,0.0120481927711,0.191489361702,0.275862068966,0.110810810811,1,0.575675675676,0.117486338798,0.8611898017,0.0512129380054,0.019944598338,1,0,0,0,0,cyt 
375,28.544,18,0,6.104,14,3.187,0.285077722222,0.295309190476,182.236,37.0452169245,5,0,0,1,0.0120481927711,0.148936170213,0.241379310345,0.0943396226415,1,0.579514824798,0.103542234332,0.819209039548,0.0645161290323,0.0193227824807,1,0,0,0,0,cyt 
391,26.876,27,0,6.104,15,3.187,0.273279277778,0.270813571429,178.651,36.5740467261,5,0,0,1,0.0120481927711,0.127659574468,0.233333333333,0.103359173127,1,0.594315245478,0.0966057441253,0.835579514825,0.0438144329897,0.0203903799233,1,0,0,0,0,cyt 
378,32.876,18,0,6.104,14,3.173,0.273279277778,0.263128603175,179.311,36.3241184118,5,0,0,1,0.0120481927711,0.127659574468,0.206896551724,0.112299465241,1,0.585561497326,0.113513513514,0.842391304348,0.048,0.0205791294846,1,0,0,0,0,cyt 
373,23.9,18,0,5.932,15,4.376,0.294505277778,0.276478984127,172.927,36.6256557453,3,0,0,1,0.0120481927711,0.127659574468,0.241379310345,0.108401084011,2,0.571815718157,0.0876712328767,0.838983050847,0.0378378378378,0.0213120830245,1,0,0,0,0,cyt 
376,27.344,27,0,5.814,15,3.721,0.224189944444,0.251951015873,173.847,36.360545707,4,0,0.0106382978723,1,0.0120481927711,0.127659574468,0.241379310345,0.0994623655914,2,0.588709677419,0.103260869565,0.834733893557,0.0509383378016,0.0214560792224,1,0,0,0,0,cyt 
378,27.02,27,0,5.932,14,4.383,0.296256388889,0.270275095238,172.602,36.7839610989,4,0,0,1,0.0126582278481,0.127659574468,0.206896551724,0.117647058824,2,0.542780748663,0.110810810811,0.819178082192,0.0293333333333,0.0216718266254,1,0,0,0,0,cyt 
375,27.708,36,0,5.934,14,3.427,0.267053222222,0.256459365079,172.086,36.7529212264,4,0,0,1,0.0120481927711,0.148936170213,0.206896551724,0.102425876011,1,0.579514824798,0.108991825613,0.820728291317,0.0430107526882,0.0191387559809,1,0,0,0,0,cyt 
1338,33.752,0,0,6.32,15,3.824,0.286626166667,0.275110936508,173.677,36.6676112804,2,0.047619047619,0.0416666666667,0,0.0243902439024,0.0851063829787,0.192307692308,0.103448275862,3,0.574212893553,0.0766917293233,0.802581624905,0.0741573033708,0.0162656440942,0,0,0,0,0,cyt 
1169,47.18,27,0,4.394,13,3.412,0.198518222222,0.219317238095,179.093,35.7177386,2,0,0.0416666666667,0,0.00641025641026,0.0851063829787,0.277777777778,0.108154506438,5,0.56652360515,0.0792420327304,0.833043478261,0.0806174957118,0.0156432748538,1,0,0,0,0,cyt 
102,29.436,18,0,0,12,2.171,0.265785555556,0.241335126984,173.115,34.7318935306,3,0.0769230769231,0.0416666666667,1,0,0.106382978723,0.15625,0.0510204081633,2,0.510204081633,0.0744680851064,0.791666666667,0.121212121212,0.00392156862745,0,0,0,0,0,cyt 
102,33.292,18,0,5.782,11,1.656,0.226550888889,0.24355868254,163.405,33.6140738776,2,0.0588235294118,0.0208333333333,1,0,0.127659574468,0.15625,0.0612244897959,2,0.5,0.106382978723,0.760416666667,0.10101010101,0.0,0,0,0,0,0,cyt 
330,44.472,9,0,5.796,13,3.036,0.184300166667,0.168945650794,175.466,37.2164745276,1,0,0.00277777777778,1,0.00636942675159,0.0,0.166666666667,0.0766871165644,4,0.460122699387,0.0590062111801,0.80122324159,0.0886850152905,0.0133149678604,1,0,0,0,0,cyt 
1901,43.104,45,0,4.978,13,3.31,0.146733555556,0.202722349206,188.978,34.8758543168,3,0.0357142857143,0.0208333333333,0,0.00625,0.0212765957447,0.173913043478,0.0600948866632,0,0.519240906695,0.0887480190174,0.819289878113,0.106427818757,0.0107556536128,0,0,0,0,0,cyt 
1781,74.53,45,0,5.245,12,2.492,0.119472333333,0.204493873016,163.154,32.218828112,0,0,0,0,0,0.0,0.0645161290323,0.0298255486775,3,0.4231851435,0.0795262267343,0.9375,0.0590551181102,0.0093318402389,0,0,0,0,0,cyt 
326,108.038,27,0,5.534,13,2.644,0.223217944444,0.189438793651,146.496,36.0725110155,0,0,0,1,0,0.106382978723,0.05,0.0869565217391,5,0.459627329193,0.0849056603774,0.839622641509,0.0804953560372,0.0135387488329,0,0,0,0,0,cyt 
3911,87.232,0,0,5.829,14,3.097,0.0909417777778,0.159862698413,176.472,34.7766428986,4,0,0.0106382978723,0,0.00617283950617,0.063829787234,0.103448275862,0.065267468646,7,0.418735602764,0.043043812452,0.882760389944,0.0742067553736,0.00932275744306,0,0,0,0,0,cyt 
323,38.872,18,0,6.261,15,3.071,0.299672277778,0.27642315873,171.228,37.4404866834,2,0,0.00454545454545,1,0.00625,0.0851063829787,0.125,0.103448275862,2,0.498432601881,0.0888888888889,0.788461538462,0.065625,0.0121457489879,1,0,0,0,0,cyt 
326,37.884,27,0,4.245,14,3.365,0.266973444444,0.250053603175,173.562,37.3330260901,0,0,0.00277777777778,1,0.00625,0.106382978723,0.172413793103,0.105590062112,2,0.493788819876,0.0911949685535,0.780952380952,0.0990712074303,0.0135465245392,1,0,0,0,0,cyt 
326,41.548,27,0,5.168,13,3.103,0.256166444444,0.258283825397,173.055,36.4157850683,0,0.05,0.00277777777778,1,0.00625,0.0851063829787,0.172413793103,0.0962732919255,1,0.496894409938,0.0880503144654,0.782747603834,0.0897832817337,0.013768598712,1,0,0,0,0,cyt 
301,40.388,18,0,5.004,16,3.319,0.291480888889,0.25475768254,170.753,37.4615327138,1,0,0.00555555555556,2,0.00636942675159,0.148936170213,0.142857142857,0.121212121212,2,0.474747474747,0.0682593856655,0.777777777778,0.0939597315436,0.0124131082423,1,0,0,0,0,cyt 
479,43.972,9,0,5.233,13,3.703,0.247905,0.266094825397,191.196,36.4695265579,3,0,0.0208333333333,3,0.00657894736842,0.063829787234,0.107142857143,0.08,3,0.446315789474,0.0891719745223,0.761194029851,0.0840336134454,0.0143049932524,1,0,0,0,0,cyt 
495,43.308,27,0,5.795,13,4.961,0.160824388889,0.19805568254,194.816,37.3781700815,1,0,0.0212765957447,0,0,0.0425531914894,0.192307692308,0.091649694501,1,0.582484725051,0.0616016427105,0.831600831601,0.107723577236,0.0176302826031,0,0,0,0,0,cyt 
315,36.892,36,0,6.415,13,2.962,0.388283055556,0.246917031746,181.11,36.3853148971,1,0.0357142857143,0.0416666666667,2,0.00636942675159,0.148936170213,0.138888888889,0.109324758842,0,0.527331189711,0.110749185668,0.791390728477,0.102564102564,0.0121099208197,1,0,0,0,0,cyt 
125,49.044,36,0,4.498,10,1.784,0.0840261111111,0.255409079365,183.865,36.623611124,2,0,0.00724637681159,2,0.00934579439252,0.0425531914894,0.238095238095,0.0578512396694,5,0.380165289256,0.102564102564,0.743801652893,0.0491803278689,0.00292397660819,1,0,0,0,0,cyt 
682,55.3,27,0,6.44,12,2.523,0.197235166667,0.139256730159,196.065,33.8802877404,3,0.0434782608696,0.00724637681159,1,0,0.0,0.1,0.0412979351032,1,0.479351032448,0.0994065281899,0.855243722304,0.0810014727541,0.0114493654034,1,0,0,0,0,cyt 
695,50.48,27,0,6.44,12,2.467,0.200777111111,0.140385349206,196.363,33.8457616165,3,0.0434782608696,0.00724637681159,1,0,0.0,0.107142857143,0.0506512301013,1,0.50506512301,0.10480349345,0.857971014493,0.0881502890173,0.0118985582769,1,0,0,0,0,cyt 
487,37.288,27,0,6.012,16,4.954,0.294348166667,0.235882555556,168.325,36.5570334845,3,0,0.0208333333333,1,0.00653594771242,0.063829787234,0.153846153846,0.0786749482402,4,0.573498964803,0.0668058455115,0.839400428266,0.0640495867769,0.0170589791061,0,0,0,0,0,cyt 
512,43.94,9,0,4.425,13,3.111,0.0906135555556,0.188497603175,145.995,35.2125540256,0,0,0.00454545454545,1,0.00657894736842,0.0425531914894,0.130434782609,0.100393700787,10,0.507874015748,0.0873015873016,0.758415841584,0.0628683693517,0.0164240388205,0,0,0,0,0,cyt 
312,36.232,54,0,5.119,15,3.624,0.247128388889,0.278675603175,162.679,34.3719509221,0,0,0.00555555555556,0,0,0.0851063829787,0.178571428571,0.103896103896,3,0.600649350649,0.108552631579,0.829431438127,0.0970873786408,0.0146329950437,0,0,0,0,0,cyt 
111,36.22,27,1,0,11,0.954,0.107181,0.178788126984,158.216,38.8536415327,2,0,0.00340136054422,0,0,0.0,0.0952380952381,0.0,7,0.383177570093,0.0776699029126,0.87037037037,0.0833333333333,0.00956937799043,0,0,0,0,0,cyt 
1248,42.62,36,0,6.587,12,3.354,0.167341944444,0.214199269841,179.369,35.8252258368,2,0,0.0208333333333,0,0,0.0425531914894,0.190476190476,0.109324758842,4,0.51768488746,0.0838709677419,0.772325020113,0.0883534136546,0.0147132282821,1,0,0,0,0,cyt 
275,51.548,9,0,6.166,12,4.169,0.273365555556,0.245847365079,167.89,36.0407330074,1,0,0.0416666666667,3,0.00641025641026,0.0851063829787,0.214285714286,0.0885608856089,4,0.468634686347,0.0674157303371,0.721374045802,0.113970588235,0.0103980986334,0,0,0,0,0,cyt 
632,28.964,9,0,5.96,13,3.36,0.433678333333,0.291478857143,175.203,37.366632215,0,0,0.00183823529412,1,0.00653594771242,0.127659574468,0.05,0.0764331210191,0,0.552547770701,0.0801282051282,0.834394904459,0.138314785374,0.0130718954248,1,0,0,0,0,cyt 
182,35.196,36,0,6.561,18,2.625,0.190584444444,0.273125492063,171.707,36.192223618,3,0,0.00724637681159,0,0,0.0425531914894,0.269230769231,0.106741573034,4,0.516853932584,0.0574712643678,0.869822485207,0.0670391061453,0.0206855791962,0,0,0,0,0,cyt 
179,34.256,27,0,4.24,17,3.182,0.194581833333,0.285354666667,172.512,37.7760241943,0,0,0.0208333333333,0,0.00641025641026,0.063829787234,0.305555555556,0.0971428571429,4,0.582857142857,0.046783625731,0.847058823529,0.0965909090909,0.0198830409357,0,0,0,0,0,cyt 
330,29.424,9,0,5.099,15,3.491,0.265736444444,0.248826301587,187.312,36.2645815675,0,0,0.00340136054422,1,0.00602409638554,0.0212765957447,0.171428571429,0.0644171779141,1,0.58282208589,0.0683229813665,0.755417956656,0.0764525993884,0.0160697887971,0,0,0,0,0,cyt 
322,63.034,36,0,4.916,15,2.858,0.298390944444,0.244571968254,184.116,37.0505551541,2,0,0.0208333333333,0,0,0.0425531914894,0.12,0.0880503144654,0,0.540880503145,0.111464968153,0.838187702265,0.0909090909091,0.0176191551841,0,0,0,0,0,cyt 
912,70.734,0,0,5.505,13,3.579,0.276074444444,0.207943492063,166.652,37.1226487555,0,0,0.00204081632653,0,0.00595238095238,0.0425531914894,0.272727272727,0.0715859030837,2,0.463656387665,0.0719026548673,0.858875413451,0.140814081408,0.0113832576581,1,0,0,0,0,cyt 
1522,35.324,9,0,5.773,13,3.18,0.189020277778,0.223742285714,182.463,36.3800414032,0,0,0.0144927536232,0,0,0.063829787234,0.0384615384615,0.0612648221344,2,0.50790513834,0.0832232496697,0.87228439763,0.142857142857,0.0108715613178,1,0,0,0,0,cyt 
503,48.508,45,0,5.217,11,3.535,0.106435277778,0.164975380952,135.98,34.8756659519,0,0.0833333333333,0,1,0.0180722891566,0.063829787234,0.142857142857,0.0921843687375,6,0.456913827655,0.109090909091,0.753507014028,0.08,0.0123315535215,0,0,0,0,0,cyt 
557,50.008,63,0,4.538,13,4.1,0.0718881111111,0.132901285714,117.715,34.789943358,0,0,0.0106382978723,0,0,0.0425531914894,0.115384615385,0.0849909584087,11,0.473779385172,0.0928961748634,0.771480804388,0.0667870036101,0.0141700404858,0,0,0,0,0,cyt 
186,44.806,27,0,4.653,14,2.656,0.249309333333,0.255846809524,183.776,37.2069272747,3,0,0.0416666666667,1,0.00636942675159,0.106382978723,0.181818181818,0.131868131868,2,0.510989010989,0.0674157303371,0.819672131148,0.0983606557377,0.0119370591427,0,0,0,0,0,cyt 
843,40.036,27,0,4.127,17,3.133,0.207667333333,0.226877650794,173.784,35.7364692908,0,0.0526315789474,0.0030487804878,1,0,0.0212765957447,0.148148148148,0.0738974970203,0,0.620977353993,0.0910179640719,0.868421052632,0.097619047619,0.0168506254599,1,0,0,0,0,cyt 
290,43.244,18,0,5.846,12,2.203,0.176867555556,0.199462761905,175.505,36.5685855455,3,0,0.0106382978723,2,0,0.106382978723,0.227272727273,0.101398601399,4,0.520979020979,0.0744680851064,0.73476702509,0.0940766550523,0.0164964650432,0,0,0,0,0,cyt 
290,57.916,12,0,6.305,12,3.072,0.2797745,0.245963857143,162.6,34.7476526084,0,0.0357142857143,0.0106382978723,2,0,0.106382978723,0.230769230769,0.115384615385,4,0.56993006993,0.0673758865248,0.751851851852,0.0696864111498,0.0167583136947,0,0,0,0,0,cyt 
290,35.664,18,0,5.01,13,3.398,0.186744722222,0.198089111111,174.139,35.8628434056,2,0.0384615384615,0.0106382978723,2,0,0.0851063829787,0.269230769231,0.108391608392,3,0.559440559441,0.0815602836879,0.755319148936,0.0940766550523,0.0170201623462,0,0,0,0,0,cyt 
290,58.916,9,0,6.958,13,3.501,0.189589777778,0.211524253968,169.147,35.6427769965,2,0,0.0106382978723,2,0.00617283950617,0.106382978723,0.272727272727,0.108391608392,4,0.548951048951,0.0709219858156,0.737588652482,0.0627177700348,0.017601760176,0,0,0,0,0,cyt 
203,48.188,63,0,6.085,13,1.919,0.144321833333,0.155251698413,172.291,36.7290244975,1,0,0.00680272108844,0,0,0.0,0.166666666667,0.0653266331658,6,0.361809045226,0.0769230769231,0.895833333333,0.06,0.01108033241,1,0,0,0,0,cyt 
171,27.224,54,0,4.508,13,5.266,0.247995555556,0.269852111111,180.365,35.3327989162,1,0,0.0208333333333,2,0.0059880239521,0.063829787234,0.142857142857,0.11377245509,2,0.449101796407,0.0736196319018,0.684523809524,0.107142857143,0.0180722891566,1,0,0,0,0,cyt 
344,43.972,18,0,4.872,14,4.186,0.260999111111,0.239817238095,186.308,38.7277694912,1,0,0.0106382978723,1,0,0.0425531914894,0.2,0.0882352941176,1,0.505882352941,0.0565476190476,0.785498489426,0.140762463343,0.0134548611111,0,0,0,0,0,cyt 
309,38.444,9,0,5.873,15,4.83,0.212222555556,0.234275015873,174.44,38.4174414098,1,0,0.0025641025641,0,0,0.063829787234,0.2,0.0983606557377,2,0.475409836066,0.0332225913621,0.778156996587,0.16339869281,0.0140774258421,0,0,0,0,0,cyt 
862,31.484,45,0,7.096,13,3.438,0.231573111111,0.21241431746,160.976,37.8529538159,0,0,0.0106382978723,1,0.00666666666667,0.0425531914894,0.233333333333,0.0454545454545,4,0.462703962704,0.0655737704918,0.818181818182,0.128055878929,0.0106230261269,1,0,0,0,0,cyt 
843,29.348,36,0,5.6,15,4.381,0.2806475,0.186389190476,167.588,37.6956660763,0,0,0.00555555555556,1,0.0062893081761,0.0425531914894,0.2,0.0429082240763,3,0.50178784267,0.0778443113772,0.808333333333,0.133333333333,0.011587323747,1,0,0,0,0,cyt 
